date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2015-03-02,12.25,12.67,12.52,12.2,96291.73,0.32,2.62,12.232,12.041,12.033,45320.67,36630.54,44359.55
2015-02-27,12.06,12.22,12.2,12.06,35393.05,0.07,0.58,12.152,11.936,12.035,32612.32,29569.46,46043.69
2015-02-26,12.09,12.18,12.13,12.0,25990.64,0.04,0.33,12.13,11.894,12.05,35180.69,28816.89,51364.54
2015-02-25,12.22,12.36,12.09,12.07,33474.9,-0.13,-1.06,12.06,11.866,12.057,33452.83,28986.36,56014.9
2015-02-17,12.18,12.25,12.22,12.13,35453.01,0.1,0.82,11.994,11.856,12.063,30355.38,28784.39,60576.15
2015-02-16,12.09,12.23,12.12,12.05,32750.02,0.03,0.25,11.85,11.838,12.007,27940.42,28142.19,60119.15
2015-02-13,11.88,12.28,12.09,11.8,48234.86,0.31,2.63,11.72,11.823,11.941,26526.6,28959.54,60316.1
2015-02-12,11.8,11.84,11.78,11.72,17351.35,0.02,0.17,11.658,11.82,11.903,22453.08,32489.81,60058.76
2015-02-11,11.58,11.82,11.76,11.51,17987.68,0.26,2.26,11.672,11.902,11.862,24519.9,42510.98,60096.82
2015-02-10,11.47,11.63,11.5,11.4,23378.19,0.03,0.26,11.718,11.943,11.823,27213.39,45116.72,60181.09
2015-02-09,11.77,11.77,11.47,11.42,25680.93,-0.31,-2.63,11.826,12.024,11.798,28343.97,52088.56,59997.78
2015-02-06,11.85,12.0,11.78,11.76,27867.27,-0.07,-0.59,11.926,12.134,11.77,31392.48,62517.93,60150.65
2015-02-05,12.15,12.15,11.85,11.83,27685.43,-0.14,-1.17,11.982,12.206,11.743,42526.53,73912.19,60999.86
2015-02-04,12.05,12.15,11.99,11.92,31455.14,-0.05,-0.41,12.132,12.248,11.734,60502.06,83043.44,62457.87
2015-02-03,11.99,12.2,12.04,11.96,29031.06,0.07,0.58,12.168,12.27,11.73,63020.05,92367.92,65219.19
2015-02-02,11.8,12.15,11.97,11.66,40923.5,-0.09,-0.75,12.222,12.176,11.709,75833.16,92096.1,66727.63
2015-01-30,12.4,12.49,12.06,12.0,83537.52,-0.54,-4.29,12.342,12.058,11.673,93643.37,91672.65,67000.63
2015-01-29,12.19,12.85,12.6,12.18,117563.07,0.43,3.53,12.43,11.986,11.626,105297.84,87627.71,64685.47
2015-01-28,12.15,12.4,12.17,12.13,44045.12,-0.14,-1.14,12.364,11.822,11.542,105584.81,77682.67,61094.79
2015-01-27,12.63,12.67,12.31,12.11,93096.57,-0.26,-2.07,12.372,11.702,11.484,121715.79,75245.47,63177.77
2015-01-26,12.68,12.95,12.57,12.29,129974.57,0.07,0.56,12.13,11.572,11.442,108359.05,67907.01,62431.53
2015-01-23,12.1,13.08,12.5,12.07,141809.89,0.23,1.87,11.774,11.406,11.385,89701.93,57783.37,59224.65
2015-01-22,12.17,12.29,12.27,11.85,118997.92,0.06,0.49,11.542,11.279,11.314,69957.57,48087.53,54731.77
2015-01-21,11.07,12.21,12.21,11.07,124699.99,1.11,10.0,11.28,11.219,11.235,49780.52,41872.31,51750.19
2015-01-20,10.97,11.13,11.1,10.9,26312.86,0.31,2.87,11.032,11.19,11.173,28775.14,38070.45,50735.75
2015-01-19,11.02,11.28,10.79,10.55,36689.0,-0.55,-4.85,11.014,11.241,11.227,27454.97,41359.16,54894.51
2015-01-16,11.09,11.49,11.34,11.08,43088.08,0.38,3.47,11.038,11.288,11.323,25864.8,42328.62,62072.27
2015-01-15,10.87,11.01,10.96,10.8,18112.66,-0.01,-0.09,11.016,11.266,11.428,26217.5,41743.24,71608.44
2015-01-14,11.0,11.13,10.97,10.89,19673.11,-0.04,-0.36,11.158,11.262,11.514,33964.11,44506.92,79254.91
2015-01-13,10.93,11.03,11.01,10.89,19711.99,0.1,0.92,11.348,11.265,11.585,47365.76,51110.07,87249.09
2015-01-12,11.08,11.18,10.91,10.81,28738.16,-0.32,-2.85,11.468,11.312,11.648,55263.35,56956.05,109282.42
2015-01-09,11.68,11.71,11.23,11.19,44851.56,-0.44,-3.77,11.538,11.363,11.682,58792.43,60665.93,107924.27
2015-01-08,11.7,11.92,11.67,11.64,56845.71,-0.25,-2.1,11.516,11.349,11.647,57268.99,61376.0,105823.5
2015-01-07,11.58,11.99,11.92,11.48,86681.38,0.31,2.67,11.366,11.251,11.543,55049.74,61628.07,103010.58
2015-01-06,11.13,11.66,11.61,11.03,59199.93,0.35,3.11,11.182,11.155,11.382,54854.38,63401.05,98686.98
2015-01-05,11.16,11.39,11.26,10.89,46383.57,0.14,1.26,11.156,11.212,11.37,58648.75,68429.87,100765.24
2014-12-31,10.93,11.26,11.12,10.93,37234.34,0.2,1.83,11.188,11.358,11.376,62539.43,81815.93,103786.45
2014-12-30,11.04,11.13,10.92,10.7,45749.46,-0.08,-0.73,11.182,11.589,11.391,65483.02,101473.63,107701.28
2014-12-29,11.48,11.58,11.0,10.96,85704.61,-0.48,-4.18,11.136,11.765,11.421,68206.41,114002.91,111573.27
2014-12-26,11.4,11.79,11.48,11.28,78171.76,0.06,0.53,11.128,11.904,11.449,71947.71,123388.12,113297.84
2014-12-25,11.13,11.64,11.42,10.97,65836.99,0.33,2.98,11.268,11.983,11.446,78210.99,161608.79,115806.85
2014-12-24,10.99,11.19,11.09,10.86,51952.29,0.4,3.74,11.528,12.0,11.448,101092.43,155182.6,119650.69
2014-12-23,10.8,11.4,10.69,10.66,59366.41,-0.27,-2.46,11.996,11.945,11.478,137464.25,150270.99,125292.22
2014-12-22,12.18,12.25,10.96,10.96,104411.12,-1.22,-10.02,12.394,11.834,11.55,159799.4,144393.09,131285.47
2014-12-19,12.59,12.72,12.18,12.02,109488.12,-0.54,-4.25,12.68,11.609,11.609,174828.52,133972.91,133972.91
2014-12-18,12.98,13.28,12.72,12.6,180244.2,-0.71,-5.29,12.698,11.546,11.546,245006.6,136693.44,136693.44
2014-12-17,12.64,13.6,13.43,12.32,233811.38,0.75,5.92,12.472,11.399,11.399,209272.78,131249.6,131249.6
2014-12-16,12.22,12.88,12.68,12.22,171042.19,0.29,2.34,11.894,11.109,11.109,163077.74,116597.91,116597.91
2014-12-15,12.61,12.9,12.39,12.13,179556.72,0.12,0.98,11.274,10.847,10.847,128986.78,107523.87,107523.87
2014-12-12,12.75,12.75,12.27,12.0,460378.5,0.68,5.87,10.538,10.538,10.538,93117.3,93117.3,93117.3
2014-12-11,11.59,11.59,11.59,11.59,1575.09,1.05,9.96,10.105,10.105,10.105,1302.0,1302.0,1302.0
2014-12-10,10.54,10.54,10.54,10.54,2836.21,0.96,10.02,9.61,9.61,9.61,1210.96,1210.96,1210.96
2014-12-09,9.58,9.58,9.58,9.58,587.37,0.87,9.99,9.145,9.145,9.145,398.34,398.34,398.34
2014-12-08,8.71,8.71,8.71,8.71,209.31,0.79,9.97,8.71,8.71,8.71,209.31,209.31,209.31
