,time,price,pchange,change,volume,amount,type
0,15:00:00,18.32,-2.14,0.0,0,0,卖盘
1,15:00:00,18.32,-2.14,-0.03,0,0,卖盘
2,14:59:58,18.35,-1.98,0.01,1,1835,买盘
3,14:59:49,18.34,-2.03,0.0,10,18340,卖盘
4,14:59:46,18.34,-2.03,0.02,52,95368,买盘
5,14:59:34,18.32,-2.14,0.0,3,5496,卖盘
6,14:59:31,18.32,-2.14,0.01,5,9160,卖盘
7,14:59:28,18.31,-2.19,0.0,5,9155,卖盘
8,14:59:25,18.31,-2.19,-0.02,5,9155,卖盘
9,14:59:22,18.33,-2.08,0.02,5,9165,买盘
10,14:59:10,18.31,-2.19,0.0,9,16479,卖盘
11,14:59:04,18.31,-2.19,0.01,15,27465,买盘
12,14:58:52,18.3,-2.24,0.0,5,9150,卖盘
13,14:58:43,18.3,-2.24,0.01,14,25620,买盘
14,14:58:40,18.29,-2.30,-0.01,10,18290,卖盘
15,14:58:34,18.3,-2.24,0.0,8,14640,买盘
16,14:58:28,18.3,-2.24,0.0,5,9150,买盘
17,14:58:22,18.3,-2.24,0.0,4,7320,卖盘
18,14:58:10,18.3,-2.24,0.0,8,14640,卖盘
19,14:58:07,18.3,-2.24,-0.01,64,117120,卖盘
20,14:57:58,18.31,-2.19,0.01,4,7324,买盘
21,14:57:55,18.3,-2.24,-0.01,10,18300,卖盘
22,14:57:43,18.31,-2.19,-0.01,8,14648,卖盘
23,14:57:37,18.32,-2.14,0.01,7,12824,买盘
24,14:57:27,18.31,-2.19,0.0,3,5493,卖盘
25,14:57:22,18.31,-2.19,-0.01,10,18310,卖盘
26,14:57:19,18.32,-2.14,0.01,1,1832,买盘
27,14:57:07,18.31,-2.19,-0.01,13,23803,卖盘
28,14:57:04,18.32,-2.14,0.0,10,18320,买盘
29,14:56:48,18.32,-2.14,-0.01,36,65952,卖盘
30,14:56:36,18.33,-2.08,0.01,10,18330,卖盘
31,14:56:03,18.32,-2.14,0.0,0,0,卖盘
32,14:56:00,18.32,-2.14,0.0,10,18320,卖盘
33,14:55:57,18.32,-2.14,-0.03,14,25648,卖盘
34,14:55:51,18.35,-1.98,0.02,2,3670,买盘
35,14:55:45,18.33,-2.08,0.0,7,12831,买盘
36,14:55:39,18.33,-2.08,0.01,20,36660,买盘
37,14:55:36,18.32,-2.14,0.0,50,91600,卖盘
38,14:55:33,18.32,-2.14,-0.01,5,9160,卖盘
39,14:55:27,18.33,-2.08,0.0,42,76986,买盘
40,14:55:24,18.33,-2.08,0.01,5,9165,卖盘
41,14:55:21,18.32,-2.14,-0.01,12,21984,卖盘
42,14:55:18,18.33,-2.08,0.0,5,9165,买盘
43,14:55:12,18.33,-2.08,0.01,17,31161,买盘
44,14:55:09,18.32,-2.14,0.0,5,9160,卖盘
45,14:55:06,18.32,-2.14,0.0,5,9160,卖盘
46,14:55:00,18.32,-2.14,-0.01,2,3664,卖盘
47,14:54:57,18.33,-2.08,0.0,2,3666,买盘
48,14:54:45,18.33,-2.08,0.0,5,9165,买盘
49,14:54:39,18.33,-2.08,0.0,2,3666,买盘
50,14:54:36,18.33,-2.08,0.0,1,1833,买盘
51,14:54:33,18.33,-2.08,0.0,27,49491,买盘
52,14:54:30,18.33,-2.08,0.01,16,29328,买盘
53,14:54:24,18.32,-2.14,-0.01,1,1832,卖盘
54,14:54:21,18.33,-2.08,0.01,7,12831,买盘
55,14:54:18,18.32,-2.14,-0.03,5,9160,卖盘
56,14:54:12,18.35,-1.98,0.0,0,0,买盘
57,14:54:06,18.35,-1.98,0.02,6,11010,买盘
58,14:53:57,18.33,-2.08,0.0,0,0,卖盘
59,14:53:54,18.33,-2.08,0.03,11,20163,买盘
60,14:53:51,18.3,-2.24,-0.02,1,1830,卖盘
61,14:53:48,18.32,-2.14,0.0,27,49464,买盘
62,14:53:42,18.32,-2.14,-0.01,64,117248,卖盘
63,14:53:26,18.33,-2.08,0.01,19,34827,买盘
64,14:53:05,18.32,-2.14,0.0,42,76944,买盘
65,14:53:02,18.32,-2.14,0.0,5,9160,买盘
66,14:52:53,18.32,-2.14,0.0,2,3664,买盘
67,14:52:47,18.32,-2.14,-0.01,1,1832,中性盘
68,14:52:44,18.33,-2.08,0.03,8,14664,买盘
69,14:52:26,18.3,-2.24,0.0,141,258030,卖盘
70,14:52:14,18.3,-2.24,0.0,0,0,卖盘
71,14:52:11,18.3,-2.24,-0.01,10,18300,卖盘
72,14:52:05,18.31,-2.19,0.01,9,16479,买盘
73,14:51:38,18.3,-2.24,0.0,91,166530,买盘
74,14:51:32,18.3,-2.24,0.0,1,1830,买盘
75,14:51:29,18.3,-2.24,0.0,65,118950,买盘
76,14:51:26,18.3,-2.24,0.0,1,1830,买盘
77,14:51:23,18.3,-2.24,0.0,20,36600,买盘
78,14:51:08,18.3,-2.24,0.0,1,1830,买盘
79,14:50:59,18.3,-2.24,0.0,3,5490,买盘
80,14:50:50,18.3,-2.24,0.0,3,5490,买盘
81,14:50:44,18.3,-2.24,-0.01,45,82350,卖盘
82,14:50:32,18.31,-2.19,0.01,5,9155,买盘
83,14:50:20,18.3,-2.24,0.0,2,3660,卖盘
84,14:50:17,18.3,-2.24,0.0,9,16470,卖盘
85,14:50:11,18.3,-2.24,0.01,6,10980,买盘
86,14:50:08,18.29,-2.30,0.01,5,9145,卖盘
87,14:50:05,18.28,-2.35,0.0,0,0,卖盘
88,14:49:59,18.28,-2.35,-0.03,97,177316,卖盘
89,14:49:56,18.31,-2.19,0.0,2,3662,买盘
90,14:49:53,18.31,-2.19,0.01,1,1831,买盘
91,14:49:50,18.3,-2.24,0.0,21,38430,买盘
92,14:49:41,18.3,-2.24,0.0,10,18300,买盘
93,14:49:38,18.3,-2.24,0.02,5,9150,买盘
94,14:49:35,18.28,-2.35,-0.02,20,36560,卖盘
95,14:49:23,18.3,-2.24,0.03,49,89670,买盘
96,14:49:17,18.27,-2.40,0.0,0,0,卖盘
97,14:49:14,18.27,-2.40,0.0,98,179046,卖盘
98,14:49:08,18.27,-2.40,0.0,0,0,卖盘
99,14:49:05,18.27,-2.40,-0.03,59,107793,卖盘
100,14:49:02,18.3,-2.24,0.01,1,1830,买盘
101,14:48:59,18.29,-2.30,0.01,1,1829,卖盘
102,14:48:53,18.28,-2.35,0.0,6,10968,卖盘
103,14:48:41,18.28,-2.35,0.0,10,18280,卖盘
104,14:48:38,18.28,-2.35,0.0,0,0,卖盘
105,14:48:35,18.28,-2.35,0.0,44,80432,买盘
106,14:48:32,18.28,-2.35,0.01,1,1828,买盘
107,14:48:23,18.27,-2.40,0.0,11,20134,卖盘
108,14:48:20,18.27,-2.40,0.0,44,80388,卖盘
109,14:48:20,18.27,-2.40,0.0,44,80388,中性盘
110,14:48:20,18.27,-2.40,-0.01,44,80388,卖盘
111,14:48:14,18.28,-2.35,0.01,109,199252,买盘
112,14:48:11,18.27,-2.40,-0.01,43,78561,卖盘
113,14:48:05,18.28,-2.35,0.0,65,118820,买盘
114,14:47:59,18.28,-2.35,0.0,3,5484,卖盘
115,14:47:53,18.28,-2.35,0.0,63,115164,卖盘
116,14:47:50,18.28,-2.35,0.0,30,54840,卖盘
117,14:47:47,18.28,-2.35,-0.01,2,3656,卖盘
118,14:47:35,18.29,-2.30,-0.02,74,135346,卖盘
119,14:47:26,18.31,-2.19,0.01,5,9155,买盘
120,14:47:23,18.3,-2.24,0.0,1,1830,卖盘
121,14:47:20,18.3,-2.24,0.0,20,36600,卖盘
122,14:47:17,18.3,-2.24,0.0,5,9150,卖盘
123,14:47:14,18.3,-2.24,0.0,3,5490,卖盘
124,14:47:11,18.3,-2.24,-0.01,110,201300,卖盘
125,14:47:08,18.31,-2.19,-0.01,52,95212,卖盘
126,14:47:05,18.32,-2.14,0.0,28,51296,卖盘
127,14:46:55,18.32,-2.14,-0.01,1,1832,卖盘
128,14:46:52,18.33,-2.08,0.0,5,9165,买盘
129,14:46:49,18.33,-2.08,-0.01,6,12794,卖盘
130,14:46:46,18.34,-2.03,0.01,3,5502,买盘
131,14:46:40,18.33,-2.08,0.0,2,3666,卖盘
132,14:46:37,18.33,-2.08,-0.01,62,113646,卖盘
133,14:46:28,18.34,-2.03,0.01,18,33012,买盘
134,14:46:25,18.33,-2.08,0.0,20,36660,卖盘
135,14:46:19,18.33,-2.08,0.0,0,0,卖盘
136,14:46:13,18.33,-2.08,-0.02,20,36660,卖盘
137,14:46:01,18.35,-1.98,0.01,71,130285,买盘
138,14:45:34,18.34,-2.03,-0.01,10,18377,卖盘
139,14:45:28,18.35,-1.98,0.01,11,20185,买盘
140,14:45:25,18.34,-2.03,0.0,6,11004,卖盘
141,14:45:16,18.34,-2.03,0.0,10,18340,卖盘
142,14:45:04,18.34,-2.03,-0.01,4,7336,卖盘
143,14:44:58,18.35,-1.98,0.0,3,5505,买盘
144,14:44:55,18.35,-1.98,0.0,18,33030,买盘
145,14:44:52,18.35,-1.98,0.01,3,5505,买盘
146,14:44:49,18.34,-2.03,-0.01,9,16506,卖盘
147,14:44:46,18.35,-1.98,0.0,10,18350,买盘
148,14:44:43,18.35,-1.98,0.0,147,269745,卖盘
149,14:44:40,18.35,-1.98,-0.01,1,1835,卖盘
150,14:44:37,18.36,-1.92,0.01,25,45900,买盘
151,14:44:31,18.35,-1.98,-0.01,8,14680,卖盘
152,14:44:28,18.36,-1.92,0.0,6,11016,买盘
153,14:44:22,18.36,-1.92,0.0,227,417617,卖盘
154,14:44:19,18.36,-1.92,0.0,1,1836,卖盘
155,14:44:16,18.36,-1.92,0.0,30,55080,卖盘
156,14:44:13,18.36,-1.92,-0.01,18,33048,卖盘
157,14:44:10,18.37,-1.87,0.01,44,80828,买盘
158,14:44:01,18.36,-1.92,-0.01,1,1836,卖盘
159,14:43:58,18.37,-1.87,0.01,2,3674,买盘
160,14:43:55,18.36,-1.92,-0.01,19,34884,卖盘
161,14:43:52,18.37,-1.87,0.0,0,0,中性盘
162,14:43:49,18.37,-1.87,0.0,1,1837,卖盘
163,14:43:46,18.37,-1.87,0.01,1,1837,卖盘
164,14:43:37,18.36,-1.92,0.0,32,59743,卖盘
165,14:43:22,18.36,-1.92,0.0,29,53244,买盘
166,14:43:19,18.36,-1.92,0.0,10,18360,买盘
167,14:43:16,18.36,-1.92,0.0,31,56916,买盘
168,14:43:13,18.36,-1.92,0.0,45,82620,买盘
169,14:43:10,18.36,-1.92,0.01,4,7344,买盘
170,14:43:01,18.35,-1.98,0.01,11,20185,中性盘
171,14:42:58,18.34,-2.03,-0.04,1,1834,卖盘
172,14:42:55,18.38,-1.82,0.02,25,45950,买盘
173,14:42:46,18.36,-1.92,0.0,2,3672,卖盘
174,14:42:43,18.36,-1.92,0.0,1,1836,买盘
175,14:42:40,18.36,-1.92,0.02,10,18360,买盘
176,14:42:28,18.34,-2.03,0.01,2,3668,买盘
177,14:42:19,18.33,-2.08,0.01,2,3666,卖盘
178,14:42:07,18.32,-2.14,0.0,0,0,卖盘
179,14:42:04,18.32,-2.14,0.0,0,0,卖盘
180,14:41:52,18.32,-2.14,0.0,5,9160,买盘
181,14:41:46,18.32,-2.14,-0.04,15,27480,卖盘
182,14:41:34,18.36,-1.92,0.0,50,91800,买盘
183,14:41:22,18.36,-1.92,0.03,2,3672,买盘
184,14:41:19,18.33,-2.08,-0.03,89,163137,卖盘
185,14:41:10,18.36,-1.92,0.01,20,36720,买盘
186,14:41:04,18.35,-1.98,0.0,0,0,买盘
187,14:40:58,18.35,-1.98,0.0,8,14680,卖盘
188,14:40:55,18.35,-1.98,-0.01,21,38535,卖盘
189,14:40:46,18.36,-1.92,0.0,50,91800,买盘
190,14:40:43,18.36,-1.92,-0.03,7,12852,卖盘
191,14:40:40,18.39,-1.76,0.01,10,18390,买盘
192,14:40:37,18.38,-1.82,0.0,7,12866,卖盘
193,14:40:34,18.38,-1.82,0.02,43,79034,买盘
194,14:40:31,18.36,-1.92,-0.02,103,189108,卖盘
195,14:40:22,18.38,-1.82,0.0,5,9190,卖盘
196,14:40:19,18.38,-1.82,-0.01,6,11028,中性盘
197,14:40:16,18.39,-1.76,0.03,30,55170,买盘
198,14:40:10,18.36,-1.92,0.0,0,0,卖盘
199,14:40:07,18.36,-1.92,-0.02,20,36720,卖盘
200,14:40:04,18.38,-1.82,0.0,1,1838,卖盘
201,14:40:01,18.38,-1.82,0.0,42,77196,卖盘
202,14:39:49,18.38,-1.82,0.0,15,27570,卖盘
203,14:39:43,18.38,-1.82,-0.01,1,1838,卖盘
204,14:39:40,18.39,-1.76,0.0,22,40458,卖盘
205,14:39:34,18.39,-1.76,0.0,18,33102,卖盘
206,14:39:31,18.39,-1.76,0.0,22,40458,卖盘
207,14:39:28,18.39,-1.76,-0.01,3,5517,卖盘
208,14:39:25,18.4,-1.71,0.0,54,99360,卖盘
209,14:39:22,18.4,-1.71,0.0,82,150880,卖盘
210,14:39:19,18.4,-1.71,0.0,1,1840,卖盘
211,14:39:16,18.4,-1.71,0.0,10,18400,卖盘
212,14:39:13,18.4,-1.71,-0.01,50,92000,卖盘
213,14:39:10,18.41,-1.66,0.01,4,7364,买盘
214,14:39:07,18.4,-1.71,-0.01,50,92000,卖盘
215,14:39:01,18.41,-1.66,0.0,2,3682,卖盘
216,14:38:55,18.41,-1.66,0.0,11,20251,卖盘
217,14:38:43,18.41,-1.66,0.0,21,38661,卖盘
218,14:38:34,18.41,-1.66,0.0,1,1841,卖盘
219,14:38:24,18.41,-1.66,-0.01,8,14728,卖盘
220,14:38:18,18.42,-1.60,0.0,7,12894,卖盘
221,14:38:15,18.42,-1.60,0.01,10,18420,买盘
222,14:38:12,18.41,-1.66,-0.01,5,9205,卖盘
223,14:38:09,18.42,-1.60,0.01,10,18420,买盘
224,14:38:06,18.41,-1.66,0.0,3,5523,卖盘
225,14:38:00,18.41,-1.66,-0.02,57,104937,卖盘
226,14:37:57,18.43,-1.55,0.02,3,5529,买盘
227,14:37:51,18.41,-1.66,-0.01,20,36820,卖盘
228,14:37:48,18.42,-1.60,0.0,9,16578,卖盘
229,14:37:42,18.42,-1.60,0.0,1,1842,卖盘
230,14:37:39,18.42,-1.60,0.0,50,92100,卖盘
231,14:37:30,18.42,-1.60,0.0,16,29472,卖盘
232,14:37:12,18.42,-1.60,0.0,4,7368,卖盘
233,14:37:03,18.42,-1.60,0.0,8,14736,卖盘
234,14:36:51,18.42,-1.60,0.0,13,23946,卖盘
235,14:36:45,18.42,-1.60,0.0,13,23946,卖盘
236,14:36:42,18.42,-1.60,0.0,30,55260,卖盘
237,14:36:30,18.42,-1.60,0.0,2,3684,中性盘
238,14:36:30,18.42,-1.60,0.0,2,3684,卖盘
239,14:36:03,18.42,-1.60,-0.01,2,3684,卖盘
240,14:35:57,18.43,-1.55,0.0,10,18430,买盘
241,14:35:30,18.43,-1.55,0.01,10,18430,买盘
242,14:35:23,18.42,-1.60,-0.01,2,3684,卖盘
243,14:35:14,18.43,-1.55,0.01,1,1843,买盘
244,14:34:59,18.42,-1.60,0.0,78,143676,卖盘
245,14:34:53,18.42,-1.60,0.0,1,1842,卖盘
246,14:34:44,18.42,-1.60,0.0,2,3684,卖盘
247,14:34:41,18.42,-1.60,-0.01,9,16578,卖盘
248,14:34:38,18.43,-1.55,0.0,80,147440,买盘
249,14:34:32,18.43,-1.55,0.0,2,3686,买盘
250,14:34:29,18.43,-1.55,0.0,4,7372,买盘
251,14:34:23,18.43,-1.55,0.01,3,5529,买盘
252,14:34:08,18.42,-1.60,-0.01,2,3684,卖盘
253,14:34:05,18.43,-1.55,0.02,10,18430,买盘
254,14:34:02,18.41,-1.66,0.0,0,0,卖盘
255,14:33:56,18.41,-1.66,-0.01,7,12887,卖盘
256,14:33:53,18.42,-1.60,0.0,1,1842,卖盘
257,14:33:44,18.42,-1.60,0.0,40,73680,卖盘
258,14:33:20,18.42,-1.60,-0.01,2,3684,卖盘
259,14:33:17,18.43,-1.55,0.0,1,1843,买盘
260,14:33:05,18.43,-1.55,0.0,10,18430,买盘
261,14:33:02,18.43,-1.55,0.0,5,9215,买盘
262,14:32:50,18.43,-1.55,0.01,1,1843,买盘
263,14:32:41,18.42,-1.60,0.0,2,3684,卖盘
264,14:32:32,18.42,-1.60,-0.01,5,9210,卖盘
265,14:32:29,18.43,-1.55,0.01,7,12901,买盘
266,14:32:23,18.42,-1.60,-0.01,2,3684,卖盘
267,14:32:17,18.43,-1.55,0.0,39,71877,买盘
268,14:32:11,18.43,-1.55,0.0,5,9215,买盘
269,14:32:08,18.43,-1.55,0.0,19,35017,买盘
270,14:32:05,18.43,-1.55,0.0,9,16587,买盘
271,14:31:50,18.43,-1.55,0.0,11,20273,买盘
272,14:31:47,18.43,-1.55,0.0,4,7372,买盘
273,14:31:44,18.43,-1.55,0.0,2,3686,买盘
274,14:31:41,18.43,-1.55,0.0,31,57133,买盘
275,14:31:38,18.43,-1.55,0.0,40,73720,买盘
276,14:31:35,18.43,-1.55,-0.02,6,11058,买盘
277,14:31:32,18.45,-1.44,0.0,0,0,买盘
278,14:31:29,18.45,-1.44,0.02,62,114390,买盘
279,14:31:23,18.43,-1.55,0.0,5,9215,买盘
280,14:31:20,18.43,-1.55,0.0,80,147440,买盘
281,14:31:17,18.43,-1.55,0.0,5,9215,买盘
282,14:31:14,18.43,-1.55,0.0,37,68191,买盘
283,14:31:11,18.43,-1.55,0.0,2,3686,买盘
284,14:31:05,18.43,-1.55,0.0,1,1843,买盘
285,14:30:59,18.43,-1.55,0.01,100,184300,买盘
286,14:30:41,18.42,-1.60,0.0,40,73680,卖盘
287,14:30:38,18.42,-1.60,0.0,22,40524,买盘
288,14:29:59,18.42,-1.60,0.0,7,12894,卖盘
289,14:29:41,18.42,-1.60,0.0,1,1842,卖盘
290,14:29:11,18.42,-1.60,0.01,2,3684,买盘
291,14:28:35,18.41,-1.66,0.0,0,0,卖盘
292,14:28:32,18.41,-1.66,0.0,5,9205,卖盘
293,14:28:20,18.41,-1.66,0.0,2,3682,卖盘
294,14:28:08,18.41,-1.66,0.0,5,9205,卖盘
295,14:27:50,18.41,-1.66,0.01,9,16569,卖盘
296,14:27:43,18.4,-1.71,0.0,0,0,卖盘
297,14:27:40,18.4,-1.71,0.0,0,0,卖盘
298,14:27:36,18.4,-1.71,-0.03,89,163760,卖盘
299,14:27:34,18.43,-1.55,0.01,50,92150,买盘
300,14:26:55,18.42,-1.60,0.0,6,11052,买盘
301,14:26:40,18.42,-1.60,0.0,8,14736,买盘
302,14:26:31,18.42,-1.60,0.0,3,5526,买盘
303,14:26:25,18.42,-1.60,0.0,21,38682,卖盘
304,14:25:52,18.42,-1.60,-0.01,1,1842,卖盘
305,14:25:46,18.43,-1.55,0.0,24,44232,买盘
306,14:25:34,18.43,-1.55,0.01,31,57133,买盘
307,14:25:19,18.42,-1.60,0.0,0,0,中性盘
308,14:25:10,18.42,-1.60,0.01,10,18420,卖盘
309,14:25:07,18.41,-1.66,0.0,0,0,卖盘
310,14:25:04,18.41,-1.66,-0.01,5,9205,卖盘
311,14:25:01,18.42,-1.60,0.0,0,0,中性盘
312,14:24:55,18.42,-1.60,0.0,6,11052,中性盘
313,14:24:55,18.42,-1.60,0.01,6,11052,买盘
314,14:24:52,18.41,-1.66,-0.01,16,29456,卖盘
315,14:24:49,18.42,-1.60,0.0,126,232092,买盘
316,14:24:31,18.42,-1.60,0.0,13,23946,买盘
317,14:24:28,18.42,-1.60,0.0,3,5526,买盘
318,14:24:22,18.42,-1.60,0.01,5,9210,买盘
319,14:24:19,18.41,-1.66,0.0,82,150962,卖盘
320,14:24:07,18.41,-1.66,0.0,2,3682,卖盘
321,14:23:52,18.41,-1.66,0.0,3,5523,买盘
322,14:23:37,18.41,-1.66,0.01,11,20251,买盘
323,14:23:31,18.4,-1.71,0.0,6,11040,卖盘
324,14:23:25,18.4,-1.71,0.0,16,29440,卖盘
325,14:23:16,18.4,-1.71,0.0,20,36800,卖盘
326,14:23:13,18.4,-1.71,0.0,0,0,卖盘
327,14:23:07,18.4,-1.71,-0.02,82,150880,卖盘
328,14:23:04,18.42,-1.60,0.01,5,9210,买盘
329,14:22:55,18.41,-1.66,-0.01,82,150962,卖盘
330,14:22:52,18.42,-1.60,0.0,1,1842,买盘
331,14:22:43,18.42,-1.60,0.0,70,128940,卖盘
332,14:22:40,18.42,-1.60,-0.01,69,127098,卖盘
333,14:22:25,18.43,-1.55,0.0,2,3686,买盘
334,14:22:22,18.43,-1.55,0.0,1,1843,买盘
335,14:22:16,18.43,-1.55,0.0,1,1843,买盘
336,14:22:13,18.43,-1.55,0.0,2,3686,买盘
337,14:22:01,18.43,-1.55,0.0,3,5529,买盘
338,14:21:58,18.43,-1.55,-0.01,50,92150,卖盘
339,14:21:55,18.44,-1.50,0.01,3,5532,买盘
340,14:21:52,18.43,-1.55,0.0,41,75563,买盘
341,14:21:46,18.43,-1.55,0.01,1,1843,买盘
342,14:21:37,18.42,-1.60,0.0,0,0,卖盘
343,14:21:34,18.42,-1.60,-0.02,54,99468,卖盘
344,14:21:25,18.44,-1.50,0.01,2,3688,买盘
345,14:21:22,18.43,-1.55,-0.01,6,11058,卖盘
346,14:21:19,18.44,-1.50,0.0,2,3688,买盘
347,14:21:13,18.44,-1.50,0.0,2,3688,买盘
348,14:21:07,18.44,-1.50,0.0,2,3688,买盘
349,14:21:04,18.44,-1.50,-0.01,4,7376,卖盘
350,14:20:52,18.45,-1.44,0.01,2,3690,买盘
351,14:20:46,18.44,-1.50,-0.01,1,1844,卖盘
352,14:20:43,18.45,-1.44,0.0,10,18450,卖盘
353,14:20:40,18.45,-1.44,0.0,50,92250,卖盘
354,14:20:34,18.45,-1.44,0.0,0,0,卖盘
355,14:20:13,18.45,-1.44,-0.02,4,7380,卖盘
356,14:20:00,18.47,-1.34,0.02,1,1847,买盘
357,14:19:52,18.45,-1.44,-0.02,10,18450,卖盘
358,14:19:48,18.47,-1.34,0.02,2,3694,买盘
359,14:19:46,18.45,-1.44,-0.02,3,5535,卖盘
360,14:19:30,18.47,-1.34,0.01,22,40634,买盘
361,14:19:24,18.46,-1.39,-0.01,18,33228,卖盘
362,14:19:22,18.47,-1.34,0.01,10,18470,买盘
363,14:19:13,18.46,-1.39,-0.01,5,9230,卖盘
364,14:19:06,18.47,-1.34,0.01,12,22164,买盘
365,14:19:04,18.46,-1.39,0.0,10,18460,卖盘
366,14:18:54,18.46,-1.39,0.0,4,7384,卖盘
367,14:18:39,18.46,-1.39,0.0,5,9230,卖盘
368,14:18:36,18.46,-1.39,-0.01,59,108914,卖盘
369,14:18:09,18.47,-1.34,-0.01,1,1847,卖盘
370,14:18:06,18.48,-1.28,0.0,19,35722,卖盘
371,14:18:03,18.48,-1.28,0.0,35,64680,卖盘
372,14:18:00,18.48,-1.28,-0.01,5,9240,卖盘
373,14:17:57,18.49,-1.23,0.01,26,48074,买盘
374,14:17:54,18.48,-1.28,0.0,1,1848,卖盘
375,14:17:51,18.48,-1.28,0.0,26,48048,卖盘
376,14:17:48,18.48,-1.28,-0.01,2,3696,卖盘
377,14:17:30,18.49,-1.23,0.0,49,90601,卖盘
378,14:17:24,18.49,-1.23,0.0,5,9245,卖盘
379,14:17:06,18.49,-1.23,0.01,8,14792,买盘
380,14:17:00,18.48,-1.28,0.0,10,18480,卖盘
381,14:16:54,18.48,-1.28,0.0,2,3696,卖盘
382,14:16:48,18.48,-1.28,-0.01,30,55440,卖盘
383,14:16:45,18.49,-1.23,0.0,3,5547,买盘
384,14:16:33,18.49,-1.23,0.0,31,57319,买盘
385,14:15:50,18.49,-1.23,0.0,28,51772,卖盘
386,14:15:41,18.49,-1.23,0.0,4,7396,卖盘
387,14:15:29,18.49,-1.23,-0.01,7,12943,卖盘
388,14:15:26,18.5,-1.18,0.0,1,1850,买盘
389,14:15:17,18.5,-1.18,0.0,1,1850,买盘
390,14:15:11,18.5,-1.18,0.0,37,70282,卖盘
391,14:14:50,18.5,-1.18,0.0,4,7400,卖盘
392,14:14:44,18.5,-1.18,0.0,10,18500,卖盘
393,14:14:35,18.5,-1.18,0.0,3,5550,卖盘
394,14:14:05,18.5,-1.18,0.0,20,37000,卖盘
395,14:13:50,18.5,-1.18,0.0,2,3700,卖盘
396,14:12:50,18.5,-1.18,0.0,1,1850,中性盘
397,14:12:50,18.5,-1.18,-0.01,1,1850,卖盘
398,14:12:44,18.51,-1.12,0.0,2,3702,买盘
399,14:12:23,18.51,-1.12,0.01,5,9255,买盘
400,14:12:05,18.5,-1.18,-0.01,22,40700,卖盘
401,14:11:44,18.51,-1.12,0.0,2,3702,买盘
402,14:11:38,18.51,-1.12,0.0,5,9255,买盘
403,14:11:26,18.51,-1.12,0.0,10,18510,买盘
404,14:10:59,18.51,-1.12,0.0,20,37020,买盘
405,14:10:35,18.51,-1.12,0.01,13,24063,买盘
406,14:09:05,18.5,-1.18,-0.01,6,11100,卖盘
407,14:08:53,18.51,-1.12,0.01,10,18510,买盘
