,code,xcode,name,ipo_date,issue_date,amount,markets,price,pe,limit,funds,ballot
360,300530,300530,达志科技,2016-07-29,2016-08-09,1750,1750,11.95,22.98,1.75,2.0909999999999997,0.02
361,600977,730977,中国电影,2016-07-28,2016-08-09,46700,42030,8.92,22.98,14.0,41.656000000000006,0.22
362,601811,780811,新华文轩,2016-07-27,2016-08-08,9871,8884,7.12,14.67,2.9,7.028,0.08
363,300531,300531,优博讯,2016-07-27,2016-08-09,2000,2000,13.36,22.98,2.0,2.6719999999999997,0.02
364,300528,300528,幸福蓝海,2016-07-26,2016-08-08,7763,6987,6.62,22.98,3.1,5.14,0.05
365,300527,300527,华舟应急,2016-07-25,2016-08-05,11570,10413,6.64,22.99,3.45,7.682,0.08
366,300529,300529,健帆生物,2016-07-22,2016-08-02,4200,3780,10.8,22.98,1.2,4.5360000000000005,0.05
367,300526,300526,中潜股份,2016-07-21,2016-08-02,2125,1913,10.5,22.99,0.7,2.231,0.04
368,600919,730919,江苏银行,2016-07-20,2016-08-02,115445,103900,6.27,7.64,34.6,72.384,0.47
369,603663,732663,三祥新材,2016-07-19,2016-08-01,3355,3020,5.28,22.98,1.3,1.771,0.04
370,603322,732322,超讯通信,2016-07-18,2016-07-28,2000,2000,11.99,22.98,2.0,2.398,0.02
371,300525,300525,博思软件,2016-07-15,2016-07-26,1710,1710,11.68,22.99,1.7,1.9969999999999999,0.02
372,002806,002806,华锋股份,2016-07-14,2016-07-26,2000,2000,6.2,22.96,2.0,1.24,0.02
373,300523,300523,辰安科技,2016-07-13,2016-07-26,2000,2000,21.92,22.99,2.0,4.3839999999999995,0.02
374,300517,300517,海波重科,2016-07-07,2016-07-19,2560,2304,10.04,22.97,1.0,2.57,0.04
375,002803,002803,吉宏股份,2016-06-30,2016-07-12,2900,2610,6.37,22.84,1.15,3.0039999999999996,0.03
376,603069,732069,海汽集团,2016-06-29,2016-07-12,7900,7110,3.82,18.2,2.3,3.0180000000000002,0.08
377,300520,300520,科大国创,2016-06-28,2016-07-08,2300,2070,10.05,22.84,0.9,2.312,0.04
378,002805,002805,丰元股份,2016-06-27,2016-07-07,2423,2181,5.8,22.97,0.95,1.405,0.03
379,300521,300521,爱司凯,2016-06-24,2016-07-05,2000,2000,11.26,22.98,2.0,2.252,0.02
380,300522,300522,世名科技,2016-06-23,2016-07-05,1667,1667,18.55,22.98,1.65,3.092,0.02
381,601966,780966,玲珑轮胎,2016-06-22,2016-07-06,20000,18000,12.98,22.97,6.0,25.96,0.14
382,603016,732016,新宏泰,2016-06-21,2016-07-01,3705,3335,8.49,19.3,1.4,3.148,0.05
383,002802,002802,洪汇新材,2016-06-20,2016-06-29,2700,2430,9.52,22.98,1.05,2.57,0.03
384,603958,732958,哈森股份,2016-06-17,2016-06-29,5436,4892,9.15,22.98,2.1,4.974,0.06
385,603909,732909,合诚股份,2016-06-16,2016-06-28,2500,2250,10.55,21.0,1.0,2.638,0.04
386,300518,300518,盛讯达,2016-06-15,2016-06-24,2334,2101,22.22,22.68,0.9,5.188,0.04
387,002801,002801,微光股份,2016-06-13,2016-06-22,1472,1472,19.51,15.24,1.45,2.872,0.02
388,300519,300519,新光药业,2016-06-08,2016-06-24,2000,2000,12.2,8.26,2.0,2.44,0.02
389,601127,780127,小康股份,2016-05-31,2016-06-15,14250,12825,5.81,18.19,4.2,8.55,0.11
390,300515,300515,三德科技,2016-05-30,2016-06-08,2500,2250,8.57,22.98,1.0,2.1430000000000002,0.04
391,002799,002799,环球印务,2016-05-27,2016-06-08,2500,2250,7.98,22.99,1.0,1.995,0.03
392,603131,732131,上海沪工,2016-05-26,2016-06-07,2500,2250,10.09,22.98,1.0,2.522,0.04
393,601611,780611,中国核建,2016-05-25,2016-06-06,52500,47250,3.47,15.6,15.7,20.212,0.28
394,300516,300516,久之洋,2016-05-24,2016-06-02,3000,2700,22.5,22.98,1.2,6.75,0.04
395,603737,732737,三棵树,2016-05-23,2016-06-03,2500,2250,15.94,18.09,1.0,3.987,0.04
396,002800,002800,天顺股份,2016-05-19,2016-05-30,1868,1868,7.7,19.77,1.85,1.4380000000000002,0.02
397,300513,300513,恒泰实达,2016-05-18,2016-05-30,1906,1906,11.73,22.98,1.9,2.2359999999999998,0.02
398,300512,300512,中亚股份,2016-05-17,2016-05-26,3375,3038,20.91,22.96,1.3,7.057,0.05
399,002798,002798,帝王洁具,2016-05-16,2016-05-25,2160,1944,10.57,22.98,0.85,2.283,0.03
400,603339,732339,四方冷链,2016-05-06,2016-05-19,5170,4653,10.19,18.99,1.9,5.268,0.06
401,603959,732959,百利科技,2016-05-05,2016-05-17,5600,5040,6.03,22.96,2.2,3.377,0.06
402,603779,732779,威龙股份,2016-05-04,2016-05-16,5020,4518,4.61,22.45,2.0,5.54,0.05
403,002797,002797,第一创业,2016-04-29,2016-05-11,21900,19710,10.64,22.99,6.55,0.0,0.12
404,002796,002796,世嘉科技,2016-04-27,2016-05-10,2000,2000,12.95,22.33,2.0,2.59,0.02
405,300510,300510,金冠电气,2016-04-26,2016-05-06,2180,1962,12.3,22.99,0.85,2.681,0.04
406,603101,732101,汇嘉时代,2016-04-25,2016-05-06,6000,5400,8.81,22.98,2.4,5.2860000000000005,0.06
407,300511,300511,雪榕生物,2016-04-22,2016-05-04,3750,3375,16.82,22.98,1.5,6.308,0.05
408,603528,732528,多伦科技,2016-04-21,2016-05-03,5168,4651,9.45,6.41,1.9,4.8839999999999995,0.06
409,300507,300507,苏奥传感,2016-04-20,2016-04-29,1667,1667,24.92,22.99,1.65,4.154,0.02
410,002795,002795,永和智控,2016-04-19,2016-04-28,2500,2250,14.85,22.99,1.0,3.7119999999999997,0.03
411,603822,732822,嘉澳环保,2016-04-18,2016-04-28,1835,1835,11.76,22.97,1.8,2.158,0.02
412,603029,732029,天鹅股份,2016-04-15,2016-04-27,2334,2101,8.93,22.98,0.8,2.084,0.04
413,300509,300509,新美星,2016-04-14,2016-04-25,2000,2000,13.22,22.98,2.0,2.6439999999999997,0.02
414,603726,732726,朗迪集团,2016-04-11,2016-04-21,2368,2131,11.73,19.23,0.9,2.778,0.04
415,300508,300508,维宏股份,2016-04-08,2016-04-19,1421,1064,20.08,22.98,0.55,2.412,0.03
416,002793,002793,东音股份,2016-04-06,2016-04-15,2500,2250,11.97,14.64,1.0,2.9939999999999998,0.04
417,603868,732868,飞科电器,2016-04-05,2016-04-18,4360,3924,18.03,16.52,1.3,7.864,0.06
418,603701,732701,德宏股份,2016-03-30,2016-04-12,1960,1960,13.5,21.6,1.9,2.6460000000000004,0.03
419,603798,732798,康普顿,2016-03-23,2016-04-06,2500,2250,14.33,17.47,1.0,3.583,0.04
420,300474,300474,景嘉微,2016-03-22,2016-03-31,3350,3015,13.64,21.25,1.3,4.573,0.05
421,603028,732028,赛福天,2016-03-21,2016-03-31,5520,4968,4.26,22.94,2.2,2.352,0.06
422,002791,002791,坚朗五金,2016-03-18,2016-03-29,5359,3992,21.57,21.68,2.1,9.672,0.04
423,002792,002792,通宇通讯,2016-03-17,2016-03-28,3750,2700,22.94,9.74,1.5,6.996,0.04
424,300506,300506,名家汇,2016-03-15,2016-03-24,3000,2700,8.58,22.96,1.2,2.574,0.05
425,300484,300484,蓝海华腾,2016-03-11,2016-03-22,1300,1300,18.75,19.83,1.3,2.438,0.02
426,603861,732861,白云电器,2016-03-09,2016-03-22,4910,4419,8.5,22.97,1.4,4.176,0.07
427,300505,300505,川金诺,2016-03-04,2016-03-15,2335,2102,10.25,22.98,0.9,2.3930000000000002,0.05
428,601020,780020,华钰矿业,2016-03-03,2016-03-16,5200,4680,7.18,22.97,1.5,3.734,0.07
429,002789,002789,建艺集团,2016-03-02,2016-03-11,2030,1827,22.53,21.33,0.8,4.574,0.04
430,603919,732919,金徽酒,2016-03-01,2016-03-10,7000,6300,10.94,18.47,2.8,7.659,0.07
431,300503,300503,昊志机电,2016-02-29,2016-03-09,2500,2250,7.72,22.98,1.0,1.93,0.05
432,603520,732520,司太立,2016-02-26,2016-03-09,3000,2700,12.15,22.98,1.2,3.645,0.05
433,002790,002790,瑞尔特,2016-02-25,2016-03-08,4000,3600,16.58,19.78,1.6,6.635,0.05
434,603027,732027,千禾味业,2016-02-24,2016-03-07,4000,3600,9.19,22.98,1.6,3.676,0.05
435,300502,300502,新易盛,2016-02-23,2016-03-03,1940,1940,21.47,18.58,1.9,4.165,0.03
436,603608,732608,天创时尚,2016-02-01,2016-02-18,7000,6300,9.8,22.98,2.8,6.86,0.08
437,002788,002788,鹭燕医药,2016-01-29,2016-02-18,3205,2885,18.65,22.97,1.25,5.977,0.04
438,601900,780900,南方传媒,2016-01-28,2016-02-15,16910,15219,6.13,22.97,5.0,10.374,0.13
439,603377,732377,东方时尚,2016-01-27,2016-02-05,5000,4500,16.4,21.74,1.5,8.665,0.07
440,300501,300501,海顺新材,2016-01-26,2016-02-04,1338,1338,22.02,22.99,1.3,2.946,0.02
441,300500,300500,启迪设计,2016-01-25,2016-02-04,1500,1500,20.91,22.98,1.5,3.136,0.02
442,300499,300499,高澜股份,2016-01-22,2016-02-02,1667,1667,15.52,22.97,1.65,2.5869999999999997,0.02
443,002778,002778,高科石化,2015-12-24,2016-01-06,2230,2007,8.5,22.97,0.85,1.661,0.19
444,300494,300494,盛天网络,2015-12-23,2015-12-31,3000,2700,18.1,20.85,1.2,5.431,0.19
445,300491,300491,通合科技,2015-12-23,2015-12-31,2000,1800,10.48,22.98,0.8,2.096,0.18
446,002787,002787,华源控股,2015-12-23,2015-12-31,3520,3168,11.37,22.86,1.4,4.002,0.21
447,002777,002777,久远银海,2015-12-23,2015-12-31,2000,1800,11.46,17.72,0.8,1.891,0.14
448,300490,300490,华自科技,2015-12-23,2015-12-31,2500,2250,9.09,22.98,1.0,2.272,0.17
449,603299,732299,井神股份,2015-12-23,2015-12-31,9000,8100,3.69,22.92,2.7,3.3289999999999997,0.25
450,603778,732778,乾景园林,2015-12-23,2015-12-31,2000,1800,18.98,19.57,0.8,4.013999999999999,0.17
451,603508,732508,思维列控,2015-12-14,2015-12-24,4000,3600,33.56,22.99,1.2,13.424000000000001,0.4
452,603996,732996,中新科技,2015-12-14,2015-12-22,5010,4509,10.52,22.96,2.0,5.271,0.24
453,603866,732866,桃李面包,2015-12-14,2015-12-22,4501,4051,13.76,22.98,1.3,6.196000000000001,0.41
454,002786,002786,银宝山新,2015-12-14,2015-12-23,3178,2860,10.72,22.81,1.25,3.407,0.24
455,002782,002782,可立克,2015-12-14,2015-12-22,4260,3834,7.58,22.97,1.7,3.2289999999999996,0.22
456,300495,300495,美尚生态,2015-12-14,2015-12-22,1670,1503,31.82,20.27,0.65,5.421,0.29
457,300492,300492,山鼎设计,2015-12-14,2015-12-23,2080,1872,6.9,22.96,0.8,2.05,0.19
458,002785,002785,万里石,2015-12-14,2015-12-23,5000,4500,2.29,22.9,2.0,1.145,0.18
459,002781,002781,奇信股份,2015-12-14,2015-12-22,5625,4050,13.31,20.35,2.25,6.117000000000001,0.27
460,300497,300497,富祥股份,2015-12-11,2015-12-22,1800,1620,15.33,21.79,0.7,2.76,0.16
461,300496,300496,中科创达,2015-12-02,2015-12-10,2500,2250,23.27,22.99,1.0,5.817,0.24
462,603800,732800,道森股份,2015-12-01,2015-12-10,5200,4680,10.95,21.15,2.0,5.694,0.32
463,603999,732999,读者传媒,2015-12-01,2015-12-10,6000,5400,9.77,19.85,2.4,5.8629999999999995,0.25
464,002780,002780,三夫户外,2015-12-01,2015-12-09,1700,1530,9.42,22.95,0.65,1.601,0.15
465,300493,300493,润欣科技,2015-12-01,2015-12-10,3000,2700,6.87,22.97,1.2,2.061,0.15
466,002779,002779,中坚科技,2015-12-01,2015-12-09,2200,1980,12.11,18.97,0.85,2.6639999999999997,0.16
467,603398,732398,邦宝益智,2015-12-01,2015-12-09,2400,2160,13.97,22.99,0.9,3.353,0.23
468,603696,732696,安记食品,2015-12-01,2015-12-09,3000,2700,10.1,22.95,1.2,3.03,0.28
469,603936,732936,博敏电子,2015-12-01,2015-12-09,4185,3767,8.06,22.98,1.6,3.373,0.23
470,002783,002783,凯龙股份,2015-11-30,2015-12-09,2087,1878,28.68,22.98,0.8,5.986000000000001,0.22
471,300488,300488,恒锋工具,2015-06-23,2015-07-01,1563,1126,20.11,19.3,0.6,2.516,0.15
472,300480,300480,光力科技,2015-06-23,2015-07-02,2300,2070,7.28,22.99,0.9,1.675,0.16
473,300482,300482,万孚生物,2015-06-19,2015-06-30,2200,1980,16.0,18.56,0.85,3.52,0.39
474,300487,300487,蓝晓科技,2015-06-19,2015-07-02,2000,1800,14.83,20.32,0.8,2.966,0.47
475,300481,300481,濮阳惠成,2015-06-19,2015-06-30,2000,1800,9.13,22.95,0.8,1.8259999999999998,0.47
476,603979,732979,金诚信,2015-06-19,2015-06-30,9500,8550,17.19,22.98,3.8,16.332,0.78
477,603085,732085,天成自控,2015-06-19,2015-06-30,2500,2250,7.27,22.98,1.0,1.818,0.27
478,002770,002770,科迪乳业,2015-06-19,2015-06-30,6840,6156,6.85,20.81,2.7,4.685,0.49
479,300489,300489,中飞股份,2015-06-19,2015-07-01,1135,1022,17.56,22.97,0.45,1.993,0.41
480,300486,300486,东杰智能,2015-06-19,2015-06-30,3472,3125,8.94,22.96,1.35,3.1069999999999998,0.37
481,603223,732223,恒通股份,2015-06-19,2015-06-30,3000,2700,8.31,22.97,1.2,2.4930000000000003,0.35
482,002769,002769,普路通,2015-06-18,2015-06-29,1850,1665,28.49,19.64,0.7,5.271,0.41
483,603589,732589,口子窖,2015-06-18,2015-06-29,6000,5400,16.0,22.98,1.8,9.6,0.69
484,603117,732117,万林股份,2015-06-18,2015-06-29,6000,5400,5.93,22.98,1.8,3.5580000000000003,0.31
485,002771,002771,真视通,2015-06-18,2015-06-29,2000,1800,12.78,22.98,0.8,2.556,0.19
486,002768,002768,国恩股份,2015-06-18,2015-06-30,2000,1800,17.47,22.99,0.8,3.4939999999999998,0.44
487,603116,732116,红蜻蜓,2015-06-18,2015-06-29,5880,5292,17.7,22.94,1.7,10.412,0.77
488,603838,732838,四通股份,2015-06-18,2015-07-01,3334,3001,7.73,22.96,1.3,2.577,0.27
489,002776,002776,柏堡龙,2015-06-18,2015-06-26,2622,2360,23.29,22.98,1.0,6.107,0.6
490,601211,780211,国泰君安,2015-06-18,2015-06-26,152500,106750,19.71,22.99,45.7,300.577,1.57
491,300483,300483,沃施股份,2015-06-18,2015-06-30,1550,1395,11.39,22.99,0.6,1.765,0.32
492,002775,002775,文科园林,2015-06-18,2015-06-29,3000,2700,16.93,22.98,1.2,5.079,0.49
493,300485,300485,赛升药业,2015-06-17,2015-06-26,3000,2700,38.46,22.99,1.2,11.538,0.37
494,002773,002773,康弘药业,2015-06-17,2015-06-26,4560,4104,13.62,22.98,1.35,6.211,0.23
495,002772,002772,众兴菌业,2015-06-17,2015-06-26,3725,3353,13.0,22.98,1.45,4.843,0.22
496,002766,002766,索菱股份,2015-06-03,2015-06-11,4580,4122,7.53,22.82,1.8,3.449,0.32
497,300479,300479,神思电子,2015-06-03,2015-06-12,2000,1800,11.02,22.96,0.8,2.204,0.28
498,300476,300476,胜宏科技,2015-06-03,2015-06-11,3667,3300,15.73,22.97,1.4,5.768,0.46
499,601968,780968,宝钢包装,2015-06-03,2015-06-11,20833,18750,3.08,22.93,6.2,6.417000000000001,0.45
500,300473,300473,德尔股份,2015-06-03,2015-06-12,2500,2250,28.76,22.99,1.0,7.19,0.59
501,603066,732066,音飞储存,2015-06-03,2015-06-11,2500,2250,12.43,20.98,1.0,3.108,0.26
502,603616,732616,韩建河山,2015-06-03,2015-06-11,3668,3301,11.35,20.64,1.3,4.166,0.33
503,300472,300472,新元科技,2015-06-03,2015-06-11,1667,1500,11.39,22.99,0.65,1.899,0.35
504,300469,300469,信息发展,2015-06-03,2015-06-11,1670,1503,10.14,22.98,0.6,1.693,0.26
505,002767,002767,先锋电子,2015-06-03,2015-06-12,2500,2250,14.87,22.43,1.0,3.719,0.35
506,002760,002760,凤形股份,2015-06-03,2015-06-11,2200,1980,8.31,22.97,0.85,1.828,0.34
507,300471,300471,厚普股份,2015-06-03,2015-06-11,1780,1332,54.01,21.85,0.7,8.12,0.53
508,601368,780368,绿城水务,2015-06-02,2015-06-12,14700,13230,6.43,22.96,4.4,8.801,0.3
509,002762,002762,金发拉比,2015-06-02,2015-06-10,1700,1530,26.0,18.71,0.65,4.421,0.29
510,300470,300470,日机密封,2015-06-02,2015-06-12,1334,1201,34.6,21.84,0.5,4.617,0.33
511,300464,300464,星徽精密,2015-06-02,2015-06-10,2067,1860,10.2,22.67,0.8,2.108,0.28
512,002765,002765,蓝黛传动,2015-06-02,2015-06-12,5200,4680,7.67,22.98,2.05,3.6689999999999996,0.29
513,002761,002761,多喜爱,2015-06-02,2015-06-10,3000,2700,7.28,22.75,1.2,2.184,0.23
514,300478,300478,杭州高新,2015-06-02,2015-06-10,1667,1500,14.84,22.99,0.55,2.474,0.27
515,300475,300475,聚隆科技,2015-06-02,2015-06-10,5000,4500,8.8,13.33,2.0,4.4,0.27
516,002763,002763,汇洁股份,2015-06-02,2015-06-10,5400,4860,13.1,21.72,2.15,7.077000000000001,0.37
517,300477,300477,合纵科技,2015-06-02,2015-06-10,2705,2340,10.61,15.38,1.0,2.76,0.24
518,601985,780985,中国核电,2015-06-02,2015-06-10,389100,272370,3.39,22.29,116.7,135.799,1.63
519,603026,732026,石大胜华,2015-05-21,2015-05-29,5068,4561,6.51,32.55,1.8,3.299,0.3
520,603300,732300,华铁科技,2015-05-20,2015-05-29,5067,4560,8.22,22.98,2.0,4.165,0.37
521,603669,732669,灵康药业,2015-05-20,2015-05-28,6500,5850,11.7,22.98,2.6,7.605,0.41
522,603198,732198,迎驾贡酒,2015-05-20,2015-05-28,8000,7200,11.8,19.4,2.4,9.446,0.7
523,603568,732568,伟明环保,2015-05-20,2015-05-28,4580,4122,11.27,22.97,1.3,5.162000000000001,0.46
524,603901,732901,永创智能,2015-05-20,2015-05-29,2500,2250,15.81,22.91,1.0,3.9530000000000003,0.35
525,603918,732918,金桥信息,2015-05-20,2015-05-28,2200,1980,9.5,22.99,0.8,2.09,0.21
526,300465,300465,高伟达,2015-05-20,2015-05-28,3334,3001,11.26,22.93,1.2,3.7539999999999996,0.3
527,002759,002759,天际股份,2015-05-19,2015-05-28,2400,2160,12.02,20.16,0.95,2.886,0.31
528,603108,732108,润达医疗,2015-05-19,2015-05-27,2360,2124,17.0,22.97,0.8,4.012,0.28
529,300467,300467,迅游科技,2015-05-19,2015-05-27,1000,900,33.75,22.99,0.4,3.375,0.2
530,002758,002758,华通医药,2015-05-19,2015-05-27,1400,1260,18.04,22.98,0.55,2.526,0.26
531,603023,732023,威帝股份,2015-05-19,2015-05-27,2000,1800,13.25,14.46,0.8,2.65,0.26
532,300466,300466,赛摩电气,2015-05-19,2015-05-28,2000,1800,10.25,22.99,0.8,2.05,0.31
533,300463,300463,迈克生物,2015-05-19,2015-05-28,4650,3375,27.96,22.99,1.85,10.066,0.32
534,603598,732598,引力传媒,2015-05-19,2015-05-27,3334,3001,7.2,22.96,1.2,2.403,0.17
535,603885,732885,吉祥航空,2015-05-19,2015-05-27,6800,6120,11.18,22.98,2.0,7.607,0.31
536,002757,002757,南兴装备,2015-05-19,2015-05-27,2734,2461,12.94,22.98,1.05,3.5380000000000003,0.32
537,300468,300468,四方精创,2015-05-19,2015-05-27,2500,2250,18.76,22.98,1.0,4.69,0.27
538,300462,300462,华铭智能,2015-05-19,2015-05-27,1722,1550,14.25,22.97,0.5,2.454,0.35
