,code,name,area
845,600971,恒源煤电,安徽
846,600218,全柴动力,安徽
847,000868,安凯客车,安徽
848,600054,黄山旅游,安徽
849,600552,凯盛科技,安徽
850,601801,皖新传媒,安徽
851,603198,迎驾贡酒,安徽
852,000887,中鼎股份,安徽
853,300088,长信科技,安徽
854,600255,鑫科材料,安徽
855,002140,东华科技,安徽
856,600577,XD精达股,安徽
857,002760,凤形股份,安徽
858,002571,*ST德力,安徽
859,002018,华信国际,安徽
860,600575,皖江物流,安徽
861,600318,新力金融,安徽
862,300388,国祯环保,安徽
863,600375,华菱星马,安徽
864,002331,皖通科技,安徽
865,002743,富煌钢构,安徽
866,600551,时代出版,安徽
867,600567,山鹰纸业,安徽
868,600199,金种子酒,安徽
869,002298,中电鑫龙,安徽
870,000543,皖能电力,安徽
871,000619,海螺型材,安徽
872,000979,中弘股份,安徽
873,300452,山河药辅,安徽
874,603656,泰禾光电,安徽
875,002136,安 纳 达,安徽
876,002347,泰尔股份,安徽
877,603011,合锻智能,安徽
878,002226,江南化工,安徽
879,002057,中钢天源,安徽
880,603308,应流股份,安徽
881,600496,精工钢构,安徽
882,600502,安徽水利,安徽
883,002361,神剑股份,安徽
884,300090,盛运环保,安徽
885,002555,三七互娱,安徽
886,600808,马钢股份,安徽
887,603199,九华旅游,安徽
888,300247,乐金健康,安徽
889,000728,国元证券,安徽
890,600012,皖通高速,安徽
891,603768,常青股份,安徽
892,600520,中发科技,安徽
893,300520,科大国创,安徽
894,000859,国风塑业,安徽
895,600990,四创电子,安徽
896,002208,合肥城建,安徽
897,000596,古井贡酒,安徽
898,002171,楚江新材,安徽
899,600585,海螺水泥,安徽
900,600470,六国化工,安徽
901,000630,铜陵有色,安徽
902,002817,黄山胶囊,安徽
903,000980,金马股份,安徽
904,603599,广信股份,安徽
905,300218,安利股份,安徽
906,002352,顺丰控股,安徽
907,002607,亚夏汽车,安徽
908,300087,荃银高科,安徽
909,600909,华安证券,安徽
910,601918,新集能源,安徽
911,002556,辉隆股份,安徽
912,600418,江淮汽车,安徽
913,603689,皖天然气,安徽
914,000417,合肥百货,安徽
915,600547,山东黄金,山东
916,002094,青岛金王,山东
917,300233,金城医药,山东
918,002078,太阳纸业,山东
919,002339,积成电子,山东
920,000639,西王食品,山东
921,002521,齐峰新材,山东
922,002805,丰元股份,山东
923,002675,东诚药业,山东
924,002470,金正大,山东
925,600350,山东高速,山东
926,002330,得利斯,山东
927,300423,鲁亿通,山东
928,000488,晨鸣纸业,山东
929,601058,赛轮金宇,山东
930,000915,山大华特,山东
931,002083,孚日股份,山东
932,601163,三角轮胎,山东
933,002726,龙大肉食,山东
934,002545,东方铁塔,山东
935,002242,九阳股份,山东
936,002595,豪迈科技,山东
937,000506,中润资源,山东
938,002111,威海广泰,山东
939,000682,东方电子,山东
940,300285,国瓷材料,山东
941,000977,浪潮信息,山东
942,600600,青岛啤酒,山东
943,002072,凯瑞德,山东
944,002086,东方海洋,山东
945,600060,海信电器,山东
946,601678,滨化股份,山东
947,600807,天业股份,山东
948,600735,新华锦,山东
949,002088,鲁阳节能,山东
950,002589,瑞康医药,山东
951,600076,康欣新材,山东
952,002193,山东如意,山东
953,603086,N先达,山东
954,300224,正海磁材,山东
955,300185,通裕重工,山东
956,000407,胜利股份,山东
957,600219,南山铝业,山东
958,300479,神思电子,山东
959,000720,新能泰山,山东
960,000726,鲁 泰Ａ,山东
961,600783,鲁信创投,山东
962,600022,山东钢铁,山东
963,002481,双塔食品,山东
964,600690,青岛海尔,山东
965,600784,鲁银投资,山东
966,002746,仙坛股份,山东
967,603858,步长制药,山东
968,600529,山东药玻,山东
969,600789,鲁抗医药,山东
970,002353,杰瑞股份,山东
971,603026,石大胜华,山东
972,002026,山东威达,山东
973,000599,青岛双星,山东
974,603639,海利尔,山东
975,603798,康普顿,山东
976,002408,齐翔腾达,山东
977,002217,合力泰,山东
978,000822,山东海化,山东
979,600319,亚星化学,山东
980,000957,中通客车,山东
981,300321,同大股份,山东
982,600756,浪潮软件,山东
983,300443,金雷风电,山东
984,000409,山东地矿,山东
985,601966,玲珑轮胎,山东
986,600960,渤海活塞,山东
987,600966,博汇纸业,山东
988,603638,艾迪精密,山东
989,002382,蓝帆医疗,山东
990,603167,渤海轮渡,山东
991,000617,中油资本,山东
992,002838,道恩股份,山东
993,603577,汇金通,山东
994,300391,康跃科技,山东
995,000677,恒天海龙,山东
996,002107,沃华医药,山东
997,300099,精准信息,山东
998,000811,烟台冰轮,山东
999,603223,恒通股份,山东
1000,000756,新华制药,山东
1001,002498,汉缆股份,山东
1002,002537,海立美达,山东
1003,000416,民生控股,山东
1004,600336,澳柯玛,山东
1005,002526,山东矿机,山东
1006,002810,山东赫达,山东
1007,002374,丽鹏股份,山东
1008,300243,瑞丰高材,山东
1009,000338,潍柴动力,山东
1010,300001,特锐德,山东
1011,300208,恒顺众昇,山东
1012,600223,鲁商置业,山东
1013,002363,隆基机械,山东
1014,002581,未名医药,山东
1015,000951,中国重汽,山东
1016,300121,阳谷华泰,山东
1017,600180,瑞茂通,山东
1018,002490,*ST墨龙,山东
1019,000680,山推股份,山东
1020,002655,共达电声,山东
1021,002580,圣阳股份,山东
1022,002286,保龄宝,山东
1023,002476,宝莫股份,山东
1024,603708,家家悦,山东
1025,300308,中际装备,山东
1026,300105,龙源技术,山东
1027,600586,金晶科技,山东
1028,300183,东软载波,山东
1029,600385,山东金泰,山东
1030,603029,天鹅股份,山东
1031,000423,东阿阿胶,山东
1032,002469,三维工程,山东
1033,002237,恒邦股份,山东
1034,600448,华纺股份,山东
1035,002588,史丹利,山东
1036,600766,园城黄金,山东
1037,300237,美晨科技,山东
1038,002359,齐星铁塔,山东
1039,002671,龙泉股份,山东
1040,600017,日照港,山东
1041,300659,中孚信息,山东
1042,300569,天能重工,山东
1043,002643,万润股份,山东
1044,000498,山东路桥,山东
1045,300653,正海生物,山东
1046,002283,天润曲轴,山东
1047,300175,朗源股份,山东
1048,002041,登海种业,山东
1049,002604,龙力生物,山东
1050,002376,新北洋,山东
1051,002241,歌尔股份,山东
1052,002234,民和股份,山东
1053,600898,三联商社,山东
1054,600727,鲁北化工,山东
1055,603779,威龙股份,山东
1056,002485,希努尔,山东
1057,300343,联创互联,山东
1058,002458,益生股份,山东
1059,603113,N金能,山东
1060,002254,泰和新材,山东
1061,002117,东港股份,山东
1062,600426,华鲁恒升,山东
1063,000655,金岭矿业,山东
1064,600777,新潮能源,山东
1065,600579,天华院,山东
1066,600587,新华医疗,山东
1067,002270,华明装备,山东
1068,002073,软控股份,山东
1069,002598,山东章鼓,山东
1070,603421,鼎信通讯,山东
1071,300214,日科化学,山东
1072,600188,兖州煤业,山东
1073,600858,银座股份,山东
1074,600229,城市传媒,山东
1075,603586,金麒麟,山东
1076,000880,潍柴重机,山东
1077,603021,山东华鹏,山东
1078,600986,科达股份,山东
1079,002379,*ST鲁丰,山东
1080,600027,华电国际,山东
1081,600308,华泰股份,山东
1082,002248,*ST东数,山东
1083,300583,赛托生物,山东
1084,600467,好当家,山东
1085,002355,兴民智通,山东
1086,600212,江泉实业,山东
1087,000830,鲁西化工,山东
1088,601366,利群股份,山东
1089,600760,中航黑豹,山东
1090,600309,万华化学,山东
1091,002871,N伟隆,山东
1092,002768,国恩股份,山东
1093,000869,张 裕Ａ,山东
1094,000554,泰山石油,山东
1095,300110,华仁药业,山东
1096,600157,永泰能源,山西
1097,002500,山西证券,山西
1098,600809,山西汾酒,山西
1099,600351,亚宝药业,山西
1100,600169,太原重工,山西
1101,000825,太钢不锈,山西
1102,600495,晋西车轴,山西
1103,000831,五矿稀土,山西
1104,600123,兰花科创,山西
1105,600281,太化股份,山西
1106,000737,南风化工,山西
1107,600348,阳泉煤业,山西
1108,000403,ST生化,山西
1109,600617,国新能源,山西
1110,000755,*ST三维,山西
1111,000968,*ST煤气,山西
1112,000723,美锦能源,山西
1113,600780,通宝能源,山西
1114,000673,当代东方,山西
1115,601699,潞安环能,山西
1116,002753,永东股份,山西
1117,000983,西山煤电,山西
1118,002640,跨境通,山西
1119,600546,山煤国际,山西
1120,000767,漳泽电力,山西
1121,002360,同德化工,山西
1122,300254,仟源医药,山西
1123,600392,盛和资源,山西
1124,000795,英洛华,山西
1125,600691,阳煤化工,山西
1126,300486,东杰智能,山西
1127,300158,振东制药,山西
1128,600408,安泰集团,山西
1129,600234,ST山水,山西
1130,601006,大秦铁路,山西
1131,601001,大同煤业,山西
1132,600740,山西焦化,山西
1133,600539,狮头股份,山西
1134,002209,达 意 隆,广东
1135,000861,海印股份,广东
1136,300149,量子高科,广东
1137,300458,全志科技,广东
1138,002076,雪 莱 特,广东
1139,000659,*ST中富,广东
1140,002141,贤丰控股,广东
1141,002260,德奥通航,广东
1142,002684,猛狮科技,广东
1143,002181,粤 传 媒,广东
1144,600866,星湖科技,广东
1145,002723,金莱特,广东
1146,002348,高乐股份,广东
1147,002678,珠江钢琴,广东
1148,600083,博信股份,广东
1149,002400,省广股份,广东
1150,300093,金刚玻璃,广东
1151,002611,东方精工,广东
1152,300004,南风股份,广东
1153,300297,蓝盾股份,广东
1154,002512,达华智能,广东
1155,300053,欧比特,广东
1156,002638,勤上股份,广东
1157,002600,江粉磁材,广东
1158,002005,德豪润达,广东
1159,002732,燕塘乳业,广东
1160,002177,御银股份,广东
1161,000502,绿景控股,广东
1162,300089,文化长城,广东
1163,002836,新宏泽,广东
1164,002776,柏堡龙,广东
1165,603309,维力医疗,广东
1166,002668,奥马电器,广东
1167,002575,群兴玩具,广东
1168,300155,安居宝,广东
1169,002292,奥飞娱乐,广东
1170,603336,宏辉果蔬,广东
1171,300063,天龙集团,广东
1172,300057,万顺股份,广东
1173,600242,中昌数据,广东
1174,300242,明家联合,广东
1175,000973,佛塑科技,广东
1176,300359,全通教育,广东
1177,000601,韶能股份,广东
1178,002249,大洋电机,广东
1179,000690,宝新能源,广东
1180,000893,东凌国际,广东
1181,601515,东风股份,广东
1182,600098,广州发展,广东
1183,002031,巨轮智能,广东
1184,600894,广日股份,广东
1185,002084,海鸥卫浴,广东
1186,600323,瀚蓝环境,广东
1187,603833,欧派家居,广东
1188,000150,宜华健康,广东
1189,300043,星辉娱乐,广东
1190,300177,中海达,广东
1191,300464,星徽精密,广东
1192,300050,世纪鼎利,广东
1193,002345,潮宏基,广东
1194,002745,木林森,广东
1195,000636,风华高科,广东
1196,601900,南方传媒,广东
1197,000532,华金资本,广东
1198,300147,香雪制药,广东
1199,002616,长青集团,广东
1200,002544,杰赛科技,广东
1201,002741,光华科技,广东
1202,300410,正业科技,广东
1203,600868,梅雁吉祥,广东
1204,600978,宜华生活,广东
1205,000637,茂化实华,广东
1206,002666,德联集团,广东
1207,300460,惠伦晶体,广东
1208,002672,东江环保,广东
1209,002152,广电运通,广东
1210,002809,红墙股份,广东
1211,300448,浩云科技,广东
1212,300094,国联水产,广东
1213,000685,中山公用,广东
1214,002308,威创股份,广东
1215,600499,科达洁能,广东
1216,601238,广汽集团,广东
1217,002762,金发拉比,广东
1218,002791,坚朗五金,广东
1219,300328,宜安科技,广东
1220,000531,穗恒运Ａ,广东
1221,002063,远光软件,广东
1222,300529,健帆生物,广东
1223,600382,广东明珠,广东
1224,300176,鸿特精密,广东
1225,002187,广百股份,广东
1226,002465,海格通信,广东
1227,002030,达安基因,广东
1228,002511,中顺洁柔,广东
1229,002543,万和电气,广东
1230,603936,博敏电子,广东
1231,002715,登云股份,广东
1232,002683,宏大爆破,广东
1233,300238,冠昊生物,广东
1234,300625,三雄极光,广东
1235,300310,宜通世纪,广东
1236,002503,搜于特,广东
1237,000782,美达股份,广东
1238,002212,南洋股份,广东
1239,000523,广州浪奇,广东
1240,600433,冠豪高新,广东
1241,300246,宝莱特,广东
1242,002446,盛路通信,广东
1243,603861,白云电器,广东
1244,002862,实丰文化,广东
1245,300424,航新科技,广东
1246,002180,艾派克,广东
1247,002670,国盛金控,广东
1248,300482,万孚生物,广东
1249,300014,亿纬锂能,广东
1250,300281,金明精机,广东
1251,000100,TCL 集团,广东
1252,000828,东莞控股,广东
1253,002792,通宇通讯,广东
1254,002441,众业达,广东
1255,000712,锦龙股份,广东
1256,603002,宏昌电子,广东
1257,002295,精艺股份,广东
1258,002584,西陇科学,广东
1259,002502,骅威文化,广东
1260,002759,天际股份,广东
1261,002870,香山股份,广东
1262,002433,太安堂,广东
1263,002579,中京电子,广东
1264,300499,高澜股份,广东
1265,300417,南华仪器,广东
1266,002717,岭南园林,广东
1267,300616,尚品宅配,广东
1268,000717,韶钢松山,广东
1269,002420,毅昌股份,广东
1270,002495,佳隆股份,广东
1271,002676,顺威股份,广东
1272,000524,岭南控股,广东
1273,300273,和佳股份,广东
1274,002169,智光电气,广东
1275,002492,恒基达鑫,广东
1276,002017,东信和平,广东
1277,300381,溢多利,广东
1278,603838,四通股份,广东
1279,300619,金银河,广东
1280,002461,珠江啤酒,广东
1281,002757,南兴装备,广东
1282,603328,依顿电子,广东
1283,000987,越秀金控,广东
1284,000573,粤宏远Ａ,广东
1285,300219,鸿利智汇,广东
1286,002425,凯撒文化,广东
1287,300409,道氏技术,广东
1288,002709,天赐材料,广东
1289,300146,汤臣倍健,广东
1290,300561,汇金科技,广东
1291,300606,金太阳,广东
1292,300639,凯普生物,广东
1293,000541,佛山照明,广东
1294,002663,普邦股份,广东
1295,002449,国星光电,广东
1296,002841,视源股份,广东
1297,002431,棕榈股份,广东
1298,000534,万泽股份,广东
1299,300404,博济医药,广东
1300,002167,东方锆业,广东
1301,002233,塔牌集团,广东
1302,601228,广州港,广东
1303,002572,索菲亚,广东
1304,600728,佳都科技,广东
1305,002832,比音勒芬,广东
1306,002656,摩登大道,广东
1307,603630,拉芳家化,广东
1308,600185,格力地产,广东
1309,300403,地尔汉宇,广东
1310,000776,广发证券,广东
1311,000333,美的集团,广东
1312,002774,快意电梯,广东
1313,300098,高新兴,广东
1314,603898,好莱客,广东
1315,300586,美联新材,广东
1316,300438,鹏辉能源,广东
1317,603797,联泰环保,广东
1318,300376,易事特,广东
1319,600183,生益科技,广东
1320,002833,弘亚数控,广东
1321,002288,超华科技,广东
1322,603288,海天味业,广东
1323,002842,翔鹭钨业,广东
1324,600004,白云机场,广东
1325,300143,星河生物,广东
1326,600673,东阳光科,广东
1327,300620,光库科技,广东
1328,300030,阳普医疗,广东
1329,300476,胜宏科技,广东
1330,000539,粤电力Ａ,广东
1331,000921,海信科龙,广东
1332,300599,雄塑科技,广东
1333,300408,三环集团,广东
1334,000529,广弘控股,广东
1335,600589,广东榕泰,广东
1336,002035,华帝股份,广东
1337,600685,中船防务,广东
1338,300340,科恒股份,广东
1339,600872,中炬高新,广东
1340,000576,广东甘化,广东
1341,603322,超讯通信,广东
1342,300530,达志科技,广东
1343,000507,珠海港,广东
1344,300503,昊志机电,广东
1345,600143,金发科技,广东
1346,300335,迪森股份,广东
1347,600332,白云山,广东
1348,603920,世运电路,广东
1349,300083,劲胜精密,广东
1350,002016,世荣兆业,广东
1351,600684,珠江实业,广东
1352,300562,乐心医疗,广东
1353,002853,皮阿诺,广东
1354,300322,硕贝德,广东
1355,300311,任子行,广东
1356,002054,德美化工,广东
1357,600048,保利地产,广东
1358,002319,乐通股份,广东
1359,600325,华发股份,广东
1360,002027,分众传媒,广东
1361,000533,万 家 乐,广东
1362,002846,英联股份,广东
1363,300629,新劲刚,广东
1364,300591,万里马,广东
1365,002855,捷荣技术,广东
1366,002291,星期六,广东
1367,600393,粤泰股份,广东
1368,600518,康美药业,广东
1369,300173,智慧松德,广东
1370,600428,中远海特,广东
1371,002387,黑牛食品,广东
1372,002045,国光电器,广东
1373,002101,广东鸿图,广东
1374,300589,江龙船艇,广东
1375,002705,新宝股份,广东
1376,002824,和胜股份,广东
1377,000513,丽珠集团,广东
1378,000429,粤高速Ａ,广东
1379,002060,粤 水 电,广东
1380,002806,华锋股份,广东
1381,300635,达安股份,广东
1382,000823,超声电子,广东
1383,603268,松发股份,广东
1384,000976,春晖股份,广东
1385,002240,威华股份,广东
1386,002711,欧浦智网,广东
1387,300526,中潜股份,广东
1388,300498,温氏股份,广东
1389,002192,融捷股份,广东
1390,300221,银禧科技,广东
1391,002198,嘉应制药,广东
1392,300521,爱司凯,广东
1393,603038,华立股份,广东
1394,603398,邦宝益智,广东
1395,002311,海大集团,广东
1396,600029,南方航空,广东
1397,603608,天创时尚,广东
1398,002728,特一药业,广东
1399,300415,伊之密,广东
1400,002317,众生药业,广东
1401,000651,格力电器,广东
1402,300607,拓斯达,广东
1403,600236,桂冠电力,广西
1404,000978,桂林旅游,广西
1405,002592,八菱科技,广西
1406,000953,*ST河化,广西
1407,000662,天夏智慧,广西
1408,000716,黑芝麻,广西
1409,300422,博世科,广西
1410,600252,中恒集团,广西
1411,000806,银河生物,广西
1412,600368,五洲交通,广西
1413,000750,国海证券,广西
1414,600301,ST南化,广西
1415,002166,莱茵生物,广西
1416,603869,北部湾旅,广西
1417,601368,绿城水务,广西
1418,600249,两面针,广西
1419,600712,南宁百货,广西
1420,000528,柳 工,广西
1421,000582,北部湾港,广西
1422,600423,*ST柳化,广西
1423,603166,福达股份,广西
1424,002275,桂林三金,广西
1425,000703,恒逸石化,广西
1426,002696,百洋股份,广西
1427,000833,贵糖股份,广西
1428,600936,广西广电,广西
1429,600538,国发股份,广西
1430,601996,丰林集团,广西
1431,601003,柳钢股份,广西
1432,002175,东方网络,广西
1433,600556,ST慧球,广西
1434,000608,阳光股份,广西
1435,600310,桂东电力,广西
1436,603368,柳州医药,广西
1437,002329,皇氏集团,广西
1438,000911,南宁糖业,广西
1439,600339,中油工程,新疆
1440,002828,贝肯能源,新疆
1441,600075,新疆天业,新疆
1442,600506,香梨股份,新疆
1443,300159,新研股份,新疆
1444,000877,天山股份,新疆
1445,002524,光正集团,新疆
1446,603101,汇嘉时代,新疆
1447,600540,*ST新赛,新疆
1448,300603,立昂技术,新疆
1449,002092,中泰化学,新疆
1450,600337,美克家居,新疆
1451,000972,*ST中基,新疆
1452,600359,新农开发,新疆
1453,603032,德新交运,新疆
1454,002302,西部建设,新疆
1455,002700,新疆浩源,新疆
1456,600256,广汇能源,新疆
1457,002100,天康生物,新疆
1458,600778,友好集团,新疆
1459,002800,天顺股份,新疆
1460,600251,冠农股份,新疆
1461,000159,国际实业,新疆
1462,603393,新天然气,新疆
1463,600145,*ST新亿,新疆
1464,600581,八一钢铁,新疆
1465,600425,*ST青松,新疆
1466,600737,中粮糖业,新疆
1467,600084,中葡股份,新疆
1468,600419,天润乳业,新疆
1469,600721,百花村,新疆
1470,300313,天山生物,新疆
1471,300588,熙菱信息,新疆
1472,002307,北新路桥,新疆
1473,002207,*ST准油,新疆
1474,002205,国统股份,新疆
1475,603227,雪峰科技,新疆
1476,600545,新疆城建,新疆
1477,600509,天富能源,新疆
1478,600090,同济堂,新疆
1479,000415,渤海金控,新疆
1480,000813,德展健康,新疆
1481,601069,西部黄金,新疆
1482,600089,特变电工,新疆
1483,002202,金风科技,新疆
1484,002719,麦趣尔,新疆
1485,000166,申万宏源,新疆
1486,300106,西部牧业,新疆
1487,600888,新疆众和,新疆
1488,600197,伊力特,新疆
1489,300190,维尔利,江苏
1490,002024,苏宁云商,江苏
1491,600716,凤凰股份,江苏
1492,000418,小天鹅Ａ,江苏
1493,600973,宝胜股份,江苏
1494,002104,恒宝股份,江苏
1495,603900,通灵珠宝,江苏
1496,300325,德威新材,江苏
1497,300135,宝利国际,江苏
1498,002172,澳洋科技,江苏
1499,000910,大亚圣象,江苏
1500,600280,中央商场,江苏
1501,601928,凤凰传媒,江苏
1502,603990,麦迪科技,江苏
1503,300279,和晶科技,江苏
1504,002080,中材科技,江苏
1505,600475,华光股份,江苏
1506,600358,国旅联合,江苏
1507,002540,亚太科技,江苏
1508,600268,国电南自,江苏
1509,002391,长青股份,江苏
1510,002623,亚玛顿,江苏
1511,300305,裕兴股份,江苏
1512,002015,霞客环保,江苏
1513,300420,五洋科技,江苏
1514,002530,丰东股份,江苏
1515,300346,南大光电,江苏
1516,002808,苏州恒久,江苏
1517,603800,道森股份,江苏
1518,002071,长城影视,江苏
1519,002165,红 宝 丽,江苏
1520,300598,诚迈科技,江苏
1521,000919,金陵药业,江苏
1522,002156,通富微电,江苏
1523,300339,润和软件,江苏
1524,600389,江山股份,江苏
1525,300495,美尚生态,江苏
1526,300261,雅本化学,江苏
1527,002127,南极电商,江苏
1528,002839,张家港行,江苏
1529,300600,瑞特股份,江苏
1530,600200,江苏吴中,江苏
1531,002009,天奇股份,江苏
1532,300585,奥联电子,江苏
1533,000035,中国天楹,江苏
1534,600128,弘业股份,江苏
1535,002002,鸿达兴业,江苏
1536,600327,大东方,江苏
1537,002262,恩华药业,江苏
1538,300013,新宁物流,江苏
1539,600682,南京新百,江苏
1540,603878,武进不锈,江苏
1541,603699,纽威股份,江苏
1542,603355,莱克电气,江苏
1543,002491,通鼎互联,江苏
1544,603028,赛福天,江苏
1545,300265,通光线缆,江苏
1546,600562,国睿科技,江苏
1547,600527,江南高纤,江苏
1548,002483,润邦股份,江苏
1549,300228,富瑞特装,江苏
1550,300172,中电环保,江苏
1551,002553,南方轴承,江苏
1552,601100,恒立液压,江苏
1553,600959,江苏有线,江苏
1554,002367,康力电梯,江苏
1555,600794,保税科技,江苏
1556,600510,黑牡丹,江苏
1557,601007,金陵饭店,江苏
1558,002091,江苏国泰,江苏
1559,600557,康缘药业,江苏
1560,603369,今世缘,江苏
1561,600584,长电科技,江苏
1562,300429,强力新材,江苏
1563,000936,华西股份,江苏
1564,600862,中航高科,江苏
1565,600746,江苏索普,江苏
1566,600889,南京化纤,江苏
1567,002516,旷达科技,江苏
1568,002519,银河电子,江苏
1569,603518,维格娜丝,江苏
1570,300160,秀强股份,江苏
1571,002802,洪汇新材,江苏
1572,601155,新城控股,江苏
1573,002450,康得新,江苏
1574,601599,鹿港文化,江苏
1575,600522,中天科技,江苏
1576,603819,神力股份,江苏
1577,002394,联发股份,江苏
1578,002304,洋河股份,江苏
1579,000585,东北电气,江苏
1580,603066,音飞储存,江苏
1581,300295,三六五网,江苏
1582,603416,信捷电气,江苏
1583,603389,亚振家居,江苏
1584,300260,新莱应材,江苏
1585,300631,久吾高科,江苏
1586,601199,江南水务,江苏
1587,300393,中来股份,江苏
1588,002635,安洁科技,江苏
1589,002223,鱼跃医疗,江苏
1590,002559,亚威股份,江苏
1591,300394,天孚通信,江苏
1592,002309,中利集团,江苏
1593,603585,苏利股份,江苏
1594,000570,苏常柴Ａ,江苏
1595,600282,南钢股份,江苏
1596,601555,东吴证券,江苏
1597,002496,辉丰股份,江苏
1598,603203,快克股份,江苏
1599,300331,苏大维格,江苏
1600,300507,苏奥传感,江苏
1601,002290,中科新材,江苏
1602,000425,徐工机械,江苏
1603,600276,恒瑞医药,江苏
1604,603188,亚邦股份,江苏
1605,600370,三房巷,江苏
1606,603041,美思德,江苏
1607,600074,保千里,江苏
1608,300354,东华测试,江苏
1609,002333,罗普斯金,江苏
1610,600533,栖霞建设,江苏
1611,300402,宝色股份,江苏
1612,000727,华东科技,江苏
1613,601700,风范股份,江苏
1614,002380,科远股份,江苏
1615,002478,常宝股份,江苏
1616,300416,苏试试验,江苏
1617,603366,日出东方,江苏
1618,002645,华宏科技,江苏
1619,002413,雷科防务,江苏
1620,300528,幸福蓝海,江苏
1621,000518,四环生物,江苏
1622,600398,海澜之家,江苏
1623,002445,中南文化,江苏
1624,300641,正丹股份,江苏
1625,300610,晨化股份,江苏
1626,600486,扬农化工,江苏
1627,603090,宏盛股份,江苏
1628,002077,大港股份,江苏
1629,601010,文峰股份,江苏
1630,300337,银邦股份,江苏
1631,601222,林洋能源,江苏
1632,600513,联环药业,江苏
1633,002315,焦点科技,江苏
1634,600213,亚星客车,江苏
1635,603660,苏州科达,江苏
1636,603339,四方冷链,江苏
1637,300618,寒锐钴业,江苏
1638,002395,双象股份,江苏
1639,603018,中设集团,江苏
1640,603313,梦百合,江苏
1641,300169,天晟新材,江苏
1642,002585,双星新材,江苏
1643,000890,法 尔 胜,江苏
1644,603519,立霸股份,江苏
1645,600105,永鼎股份,江苏
1646,300382,斯莱克,江苏
1647,002201,九鼎新材,江苏
1648,000961,中南建设,江苏
1649,603358,华达科技,江苏
