,broker,count,bamount,bcount,samount,scount,top3
947,申万宏源证券有限公司成都火车南站东路证券营业部,3,8065.04,3,0.0,0,海虹控股
948,财达证券股份有限公司唐山龙泽路证券营业部,3,19.98,1,2526.8,2,国际医学
949,中国银河证券股份有限公司南宁园湖南路证券营业部,1,16.85,1,0.0,0,国际医学
950,中信证券股份有限公司晋江长兴路证券营业部,1,0.0,0,997.15,1,泰山石油
951,兴业证券股份有限公司漳州胜利东路证券营业部,1,0.0,0,2373.61,1,海虹控股
952,中国民族证券有限责任公司苏州玉山路证券营业部,1,0.0,0,442.21,1,国际医学
953,安信证券股份有限公司石家庄裕华东路证券营业部,1,0.0,0,982.77,1,泰山石油
954,国信证券股份有限公司漳州水仙大街证券营业部,2,0.0,0,6001.3,2,海虹控股
955,华鑫证券有限责任公司上海松江证券营业部,5,2354.13,3,1762.24,2,"星云股份,绿康生化,友讯达,"
956,五矿证券交易单元(390132),1,0.0,0,918.0,1,泰山石油
957,招商证券股份有限公司厦门湖滨东路证券营业部,1,0.0,0,1960.61,1,海虹控股
958,国信证券股份有限公司达州金龙大道证券营业部,1,0.0,0,120.8,1,国际医学
959,华福证券有限责任公司永春留安路证券营业部,1,0.0,0,1827.65,1,海虹控股
960,英大证券有限责任公司深圳福华三路证券营业部,1,0.0,0,82.62,1,国际医学
961,中信建投证券股份有限公司郑州经三北路证券营业部,1,806.93,1,0.0,0,正虹科技
962,国泰君安证券股份有限公司福州华林路证券营业部,2,120.57,1,107.43,1,正虹科技
963,方正证券股份有限公司深圳福中路证券营业部,2,1149.58,2,0.0,0,陕西金叶
964,国元证券股份有限公司深圳百花二路证券营业部,1,5436.66,1,0.0,0,银河生物
965,东海证券股份有限公司福清中环路证券营业部,1,89.66,1,0.0,0,正虹科技
966,中天证券股份有限公司沈阳十三纬路证券营业部,2,122.5,2,0.0,0,正虹科技
967,中山证券有限责任公司上海成山路证券营业部,1,4155.46,1,0.0,0,银河生物
968,银泰证券有限责任公司郑州东风路证券营业部,4,0.0,0,7867.56,4,"海虹控股,正虹科技"
969,华泰证券股份有限公司上海黄浦区来福士广场证券营业部,2,9.55,1,453.75,1,"金陵体育,英洛华"
970,金元证券股份有限公司南京广州路证券营业部,1,0.0,0,7713.08,1,银河生物
971,方正证券股份有限公司厦门厦禾路证券营业部,2,0.0,0,1827.22,2,正虹科技
972,华宝证券有限责任公司上海浦东新区东方路证券营业部,2,922.6,1,6853.15,1,"茂业商业,银河生物"
973,恒泰证券股份有限公司鄂尔多斯薛家湾准格尔路证券营业部,1,0.0,0,134.85,1,英洛华
974,光大证券股份有限公司茂名站前五路证券营业部,1,0.0,0,213.5,1,陕西金叶
975,广发证券股份有限公司云浮浩林东路证券营业部,1,0.0,0,108.75,1,英洛华
976,渤海证券股份有限公司西安劳动南路证券营业部,1,0.0,0,211.12,1,陕西金叶
977,西部证券股份有限公司江阴滨江东路证券营业部,1,0.0,0,3192.59,1,银河生物
978,中信建投证券股份有限公司泉州丰泽街证券营业部,1,0.0,0,201.38,1,正虹科技
979,平安证券股份有限公司福建分公司,1,0.0,0,107.71,1,英洛华
980,长江证券股份有限公司武汉友谊路证券营业部,1,0.0,0,192.7,1,陕西金叶
981,中山证券有限责任公司泉州丰泽街证券营业部,3,0.0,0,2712.72,3,"国际医学,正虹科技"
982,平安证券股份有限公司深圳分公司,1,0.0,0,168.14,1,陕西金叶
983,国海证券股份有限公司长沙中意一路证券营业部,1,4655.44,1,0.0,0,东凌国际
984,中国银河证券股份有限公司广州广州大道中证券营业部,1,31.84,1,0.0,0,*ST东数
985,浙商证券股份有限公司青田华庭街证券营业部,1,734.0,1,0.0,0,川润股份
986,太平洋证券股份有限公司温州车站大道证券营业部,1,3906.56,1,0.0,0,东凌国际
987,招商证券股份有限公司北京北三环东路证券营业部,2,419.93,1,1694.16,1,"川润股份,信邦制药"
988,中信证券（山东）有限责任公司即墨蓝鳌路证券营业部,1,2556.23,1,0.0,0,东凌国际
989,国信证券股份有限公司太原府西街证券营业部,1,10.16,1,0.0,0,*ST东数
990,光大证券股份有限公司成都武成大街证券营业部,1,324.56,1,0.0,0,川润股份
991,申万宏源证券有限公司上海虹口区黄浦路证券营业部,1,308.87,1,0.0,0,川润股份
992,中信证券股份有限公司杭州文三路证券营业部,1,8.58,1,0.0,0,*ST东数
993,中国银河证券股份有限公司北京亦庄证券营业部,1,0.0,0,1050.31,1,东凌国际
994,华创证券有限责任公司德阳黄河西路证券营业部,1,300.55,1,0.0,0,川润股份
995,国融证券股份有限公司深圳深南大道营业部,1,0.0,0,1042.82,1,东凌国际
996,兴业证券股份有限公司内蒙古分公司,1,0.0,0,60.38,1,*ST东数
997,东吴证券股份有限公司常熟商城中路证券营业部,1,0.0,0,1693.63,1,川润股份
998,平安证券股份有限公司南通外环北路证券营业部,1,0.0,0,1022.92,1,东凌国际
999,光大证券股份有限公司宁波解放南路证券营业部,2,31.47,1,53.76,1,"太龙照明,*ST东数"
1000,国海证券股份有限公司金华宾虹路证券营业部,1,0.0,0,1124.12,1,川润股份
1001,五矿证券有限公司北京广安门外大街证券营业部,1,0.0,0,983.27,1,东凌国际
1002,金元证券股份有限公司北京广渠门内大街证券营业部,2,0.0,0,33.9,2,"伟隆股份,*ST东数"
1003,华融证券股份有限公司上海浦东新区杨高南路证券营业部,1,0.0,0,20.08,1,*ST东数
1004,华安证券股份有限公司重庆分公司,1,0.0,0,649.69,1,川润股份
1005,东北证券股份有限公司白山通江路证券营业部,1,0.0,0,2222.42,1,冀东装备
1006,长江证券股份有限公司广州天河北路证券营业部,1,0.0,0,2051.95,1,冀东装备
1007,联讯证券股份有限公司沈阳大西路证券营业部,3,7015.12,2,606.75,1,"北新路桥,渤海股份,连云港"
1008,大同证券有限责任公司晋中迎宾西街证券营业部,2,3988.45,1,2898.02,1,北新路桥
1009,东北证券股份有限公司北京朝外大街证券营业部,1,3463.89,1,0.0,0,*ST鲁丰
1010,光大证券股份有限公司北京东中街证券营业部,1,0.0,0,2009.74,1,北新路桥
1011,中信证券（山东）有限责任公司邹平黛溪三路证券营业部,2,1540.46,1,3084.58,1,*ST鲁丰
1012,国联证券股份有限公司杭州中山北路证券营业部,5,4781.4,4,1218.59,1,"钧达股份,北京科锐"
1013,中信证券（山东）有限责任公司济南分公司,1,0.0,0,2448.46,1,*ST鲁丰
1014,首创证券有限责任公司北京北辰东路证券营业部,4,0.0,0,18192.75,4,"航天机电,北京科锐"
1015,华西证券股份有限公司成都西玉龙街证券营业部,2,2088.7,2,0.0,0,"长川科技,共达电声"
1016,光大证券股份有限公司金华宾虹路证券营业部,3,2546.2,3,0.0,0,"连云港,永和智控,南方轴承"
1017,中信证券股份有限公司常州环府路证券营业部,2,307.67,1,349.21,1,南方轴承
1018,长城证券股份有限公司重庆观音桥步行街证券营业部,1,352.44,1,0.0,0,共达电声
1019,光大证券股份有限公司上海蒙山路证券营业部,1,246.67,1,0.0,0,南方轴承
1020,长江证券股份有限公司江门东华二路证券营业部,1,334.65,1,0.0,0,共达电声
1021,华泰证券股份有限公司武汉首义路证券营业部,1,319.71,1,0.0,0,共达电声
1022,国信证券股份有限公司四川第一分公司,1,0.0,0,4100.49,1,共达电声
1023,中信证券（山东）有限责任公司青岛香港东路证券营业部,1,0.0,0,808.64,1,南方轴承
1024,华创证券有限责任公司南京珠江路证券营业部,1,0.0,0,394.57,1,南方轴承
1025,红塔证券股份有限公司长沙八一路证券营业部,1,0.0,0,1747.38,1,共达电声
1026,华鑫证券有限责任公司常州晋陵中路证券营业部,2,817.24,1,390.11,1,"连云港,南方轴承"
1027,国海证券股份有限公司成都天仁路证券营业部,1,0.0,0,1003.99,1,共达电声
1028,长江证券股份有限公司沈阳三好街证券营业部,1,0.0,0,327.61,1,南方轴承
1029,华创证券有限责任公司开阳开州大道证券营业部,1,1167.8,1,0.0,0,第一创业
1030,长江证券股份有限公司兴化花园路证券营业部,1,532.26,1,0.0,0,第一创业
1031,广发证券股份有限公司深圳天安创新科技广场证券营业部,1,0.0,0,523.42,1,第一创业
1032,东方证券股份有限公司长春同志街证券营业部,1,0.0,0,468.8,1,第一创业
1033,国海证券股份有限公司南宁东葛路证券营业部,1,0.0,0,465.66,1,第一创业
1034,华安证券股份有限公司合肥润安大厦证券营业部,2,446.41,1,443.43,1,今飞凯达
1035,东吴证券股份有限公司南京中山南路证券营业部,1,325.12,1,0.0,0,今飞凯达
1036,华泰证券股份有限公司沈阳光荣街证券营业部,2,842.65,1,926.86,1,钧达股份
1037,华泰证券股份有限公司苏州人民路证券营业部,3,324.4,1,1166.52,2,"中航地产,今飞凯达,龙蟠科技"
1038,广发证券股份有限公司烟台环山路证券营业部,1,0.0,0,1.92,1,绿康生化
1039,恒泰证券股份有限公司北京东直门内北小街证券营业部,1,0.0,0,1.92,1,绿康生化
1040,长江证券股份有限公司青岛延安三路证券营业部,1,0.0,0,1.6,1,绿康生化
1041,长江证券股份有限公司枣阳大南街证券营业部,1,0.0,0,1.6,1,绿康生化
1042,华泰证券股份有限公司深圳侨香路智慧广场证券营业部,2,549.23,1,719.59,1,传艺科技
1043,中泰证券股份有限公司济南历山路证券营业部,1,490.97,1,0.0,0,传艺科技
1044,光大证券股份有限公司宁海气象北路证券营业部,1,453.36,1,0.0,0,北京君正
1045,华泰证券股份有限公司宁波柳汀街证券营业部,1,274.14,1,0.0,0,北京君正
1046,上海证券有限责任公司杭州文二路证券营业部,2,3913.83,2,0.0,0,"恒泰艾普,中化岩土"
1047,东兴证券股份有限公司宁德蕉城北路证券营业部,1,2434.89,1,0.0,0,恒泰艾普
1048,五矿证券有限公司成都天府新区南湖商业街证券营业部,1,0.0,0,243.82,1,北京君正
1049,东兴证券股份有限公司泉州温陵北路证券营业部,2,0.0,0,2548.66,2,"恒泰艾普,升达林业"
1050,国联证券股份有限公司北京石景山路证券营业部,1,0.0,0,1799.24,1,恒泰艾普
1051,江海证券有限公司深圳解放路证券营业部,1,0.0,0,171.77,1,北京君正
1052,申万宏源证券有限公司青岛分公司,1,0.0,0,156.82,1,北京君正
1053,中信证券（山东）有限责任公司烟威分公司,1,326.42,1,0.0,0,隆华节能
1054,中信证券股份有限公司安徽分公司,1,234.83,1,0.0,0,隆华节能
1055,西南证券股份有限公司西安高新路证券营业部,1,0.0,0,690.23,1,隆华节能
1056,广发证券股份有限公司普宁流沙证券营业部,2,0.0,0,755.1,2,"银之杰,隆华节能"
1057,国泰君安证券股份有限公司洛阳中州中路证券营业部,1,0.0,0,297.2,1,隆华节能
1058,东北证券股份有限公司武汉香港路证券营业部,1,3998.42,1,0.0,0,尔康制药
1059,广发证券股份有限公司珠海情侣中路证券营业部,2,1612.86,1,0.95,1,"尔康制药,杭州园林"
1060,中泰证券股份有限公司招远温泉路证券营业部,1,1132.64,1,0.0,0,尔康制药
1061,华西证券股份有限公司北京紫竹院路证券营业部,1,0.0,0,6859.92,1,尔康制药
1062,财富证券有限责任公司长沙韶山北路证券营业部,2,0.0,0,1604.32,2,"湘潭电化,尔康制药"
1063,中信建投证券股份有限公司北京亦庄荣华中路证券营业部,1,0.0,0,881.42,1,华灿光电
1064,财通证券股份有限公司绍兴县柯桥湖西路证券营业部,1,0.0,0,248.53,1,濮阳惠成
1065,东吴证券股份有限公司上海奉贤环城东路证券营业部,1,0.0,0,663.85,1,华灿光电
1066,中国银河证券股份有限公司上海长宁区镇宁路证券营业部,3,1299.93,1,1543.83,2,"太极实业,濮阳惠成"
1067,国泰君安证券股份有限公司杭州庆春路证券营业部,1,0.0,0,161.39,1,濮阳惠成
1068,信达证券股份有限公司北京西单北大街证券营业部,1,398.11,1,0.0,0,强力新材
1069,财通证券股份有限公司杭州江滨西大道证券营业部,1,0.0,0,290.8,1,强力新材
1070,万联证券有限责任公司耒阳五一东路证券营业部,1,0.0,0,238.48,1,强力新材
1071,东北证券股份有限公司上海虹口区吴淞路证券营业部,1,828.73,1,0.0,0,陇神戎发
1072,华泰证券股份有限公司深圳益田路荣超商务中心第二证券营业部,2,604.95,1,620.9,1,三超新材
1073,华泰证券股份有限公司北京广渠门内大街证券营业部,2,869.89,1,1253.18,1,"长川科技,美盛文化"
1074,东方证券股份有限公司北海北海大道证券营业部,1,414.17,1,0.0,0,长川科技
1075,光大证券股份有限公司杭州庆春路证券营业部,2,3307.25,2,0.0,0,"光莆股份,万通智控"
1076,国融证券股份有限公司长沙芙蓉中路证券营业部,1,2.55,1,0.0,0,万通智控
1077,大通证券股份有限公司南宁金湖路证券营业部,1,0.0,0,0.37,1,万通智控
1078,大同证券有限责任公司临汾平阳南街证券营业部,1,0.0,0,0.37,1,万通智控
1079,方正证券股份有限公司湘潭韶山中路证券营业部,2,184.28,1,0.37,1,"湘潭电化,万通智控"
1080,中信证券（山东）有限责任公司平度人民路证券营业部,1,0.0,0,0.37,1,万通智控
1081,中信证券股份有限公司宁波甬江大道证券营业部,1,6.01,1,0.0,0,超频三
1082,万联证券有限责任公司沈阳恒达路证券营业部,1,4.34,1,0.0,0,超频三
1083,海通证券股份有限公司遵义中华南路证券营业部,1,0.0,0,1.8,1,超频三
1084,中国银河证券股份有限公司厦门嘉禾路证券营业部,1,0.0,0,1.32,1,超频三
1085,广发证券股份有限公司咸阳世纪大道证券营业部,1,0.0,0,0.94,1,超频三
1086,国都证券股份有限公司周口光荣路证券营业部,1,0.0,0,0.94,1,超频三
1087,国金证券股份有限公司邛崃东星大道证券营业部,1,0.0,0,0.94,1,超频三
1088,华鑫证券有限责任公司上海茅台路证券营业部,3,1294.35,2,818.27,1,"星云股份,恒润股份"
1089,财通证券股份有限公司无锡政和大道证券营业部,4,777.11,2,352.38,2,"友讯达,星云股份,超频三"
1090,招商证券股份有限公司北京知春东里证券营业部,3,763.86,1,522.24,2,"风神股份,连云港,星云股份"
1091,新时代证券股份有限公司郑州经八路证券营业部,1,0.86,1,0.0,0,杭州园林
1092,国泰君安证券股份有限公司九江甘棠路证券营业部,1,0.0,0,0.79,1,杭州园林
1093,华安证券股份有限公司广州东华南路证券营业部,1,0.0,0,0.79,1,杭州园林
1094,西南证券股份有限公司北京北三环中路证券营业部,1,0.0,0,0.72,1,杭州园林
1095,东方证券股份有限公司上海静安区乌鲁木齐北路证券营业部,1,0.0,0,0.16,1,杭州园林
1096,东吴证券股份有限公司张家港杨舍证券营业部,1,0.0,0,1.47,1,太龙照明
1097,东莞证券股份有限公司东莞鸿福路第一国际证券营业部,1,0.0,0,1.47,1,太龙照明
1098,国盛证券有限责任公司南昌朝阳中路证券营业部,1,0.0,0,1.47,1,太龙照明
1099,方正证券股份有限公司益阳长益路证券营业部,1,0.0,0,0.99,1,金陵体育
1100,国泰君安证券股份有限公司南京中央路证券营业部,1,0.0,0,0.99,1,金陵体育
1101,华创证券有限责任公司贵阳北京路证券营业部,1,0.0,0,0.99,1,金陵体育
1102,中信证券股份有限公司北京金融大街证券营业部,3,6322.1,3,0.0,0,"海虹控股,航天机电,第一创业"
1103,东吴证券股份有限公司苏州望亭镇牡丹路证券营业部,1,671.93,1,0.0,0,中航地产
1104,东吴证券股份有限公司上海西藏南路证券营业部,1,146.94,1,0.0,0,国际医学
1105,中国中投证券有限责任公司南充白土坝路证券营业部,1,128.0,1,0.0,0,国际医学
1106,安信证券股份有限公司绵阳涪城路证券营业部,2,349.03,1,0.45,1,"中航地产,万通智控"
1107,中信建投证券股份有限公司广州体育东路证券营业部,1,952.66,1,0.0,0,深圳华强
1108,国信证券股份有限公司佛山南海大道证券营业部,1,96.0,1,0.0,0,国际医学
1109,申万宏源证券有限公司无锡清扬路证券营业部,1,298.93,1,0.0,0,中航地产
1110,湘财证券股份有限公司北京首体南路证券营业部,1,79.94,1,0.0,0,国际医学
1111,国泰君安证券股份有限公司上海团结路证券营业部,1,0.0,0,1345.41,1,中航地产
1112,国泰君安证券股份有限公司温州江滨西路证券营业部,1,0.0,0,832.0,1,国际医学
1113,国泰君安证券股份有限公司襄阳襄城西街证券营业部,1,0.0,0,1140.42,1,深圳华强
1114,申万宏源证券有限公司厦门分公司,1,0.0,0,1317.73,1,中航地产
1115,海通证券股份有限公司马鞍山湖东中路证券营业部,1,0.0,0,1243.06,1,中航地产
1116,海通证券股份有限公司深圳分公司红岭南路证券营业部,2,2431.11,1,553.92,1,"柳钢股份,深圳华强"
1117,中银国际证券有限责任公司泉州丰泽街证券营业部,1,0.0,0,344.77,1,国际医学
1118,中信建投证券股份有限公司北京三里河路证券营业部,2,0.0,0,1459.67,2,"陇神戎发,中航地产"
1119,华西证券股份有限公司成都东一环路证券营业部,1,0.0,0,495.59,1,深圳华强
1120,申万宏源证券有限公司上海闵行区莘松路证券营业部,1,0.0,0,753.0,1,中航地产
1121,国信证券股份有限公司深圳深南中路证券营业部,1,0.0,0,2696.32,1,海虹控股
1122,天风证券股份有限公司岳阳金鹗中路证券营业部,1,81.67,1,0.0,0,正虹科技
1123,中山证券有限责任公司武汉新华路证券营业部,1,53.4,1,0.0,0,正虹科技
1124,中国中投证券有限责任公司天津蓟县迎宾路证券营业部,1,42.03,1,0.0,0,正虹科技
1125,申万宏源证券有限公司镇江中山东路证券营业部,3,2535.09,2,2200.01,1,"渤海股份,易华录"
1126,兴业证券股份有限公司石狮八七路证券营业部,2,0.0,0,2214.19,2,正虹科技
1127,中国中投证券有限责任公司深圳人民北路证券营业部,3,1551.06,2,20.34,1,"京汉股份,红太阳,正虹科技"
1128,华安证券股份有限公司上海浦东南路证券营业部,3,3354.75,2,3539.48,1,"风神股份,冀东装备"
1129,招商证券股份有限公司珠海人民西路证券营业部,2,1226.39,2,0.0,0,"*ST中基,新宏泽"
1130,国都证券股份有限公司长春人民大街证券营业部,1,493.97,1,0.0,0,*ST中基
1131,国元证券股份有限公司蚌埠兴业街证券营业部,1,338.65,1,0.0,0,*ST中基
1132,中航证券有限公司南昌广场南路证券营业部,1,263.46,1,0.0,0,*ST中基
1133,财通证券股份有限公司上海漕溪路证券营业部,1,454.89,1,0.0,0,天保基建
1134,中信建投证券股份有限公司福州东街证券营业部,2,1047.97,1,852.17,1,湘潭电化
1135,中信建投证券股份有限公司成都天府三街证券营业部,2,757.56,1,637.94,1,湘潭电化
1136,南京证券股份有限公司南京云南北路证券营业部,1,314.65,1,0.0,0,天保基建
1137,东吴证券股份有限公司苏州石路证券营业部,2,0.0,0,972.21,2,"升达林业,*ST中基"
1138,长城证券股份有限公司杭州钱江路证券营业部,2,0.0,0,296.04,2,"*ST中基,金石资源"
1139,中泰证券股份有限公司奉化南山路证券营业部,1,0.0,0,681.6,1,天保基建
1140,国泰君安证券股份有限公司成都双庆路证券营业部,1,0.0,0,3150.63,1,湘潭电化
1141,东吴证券股份有限公司苏州西北街证券营业部,2,3838.66,2,0.0,0,"嘉寓股份,汉钟精机"
1142,华泰证券股份有限公司南京中华路证券营业部,1,0.0,0,6313.91,1,汉钟精机
1143,东莞证券股份有限公司北京分公司,1,0.0,0,581.59,1,湘潭电化
1144,财通证券股份有限公司新昌环城南路证券营业部,1,93.21,1,0.0,0,美盛文化
1145,国信证券股份有限公司西安友谊东路证券营业部,3,3704.75,3,0.0,0,"国际医学,美盛文化"
1146,光大证券股份有限公司东莞元美路证券营业部,1,0.0,0,1853.08,1,中化岩土
1147,申万宏源证券有限公司南京浦口凤凰大街证券营业部,1,0.0,0,1177.44,1,中化岩土
1148,招商证券股份有限公司北京建国路证券营业部,2,0.0,0,1142.84,2,"中化岩土,先达股份"
1149,国联证券股份有限公司成都锦城大道证券营业部,2,1143.56,2,0.0,0,"可立克,三德科技"
1150,财富证券有限责任公司益阳康富南路证券营业部,1,409.91,1,0.0,0,可立克
1151,长江证券股份有限公司焦作民主南路证券营业部,1,0.0,0,217.81,1,可立克
1152,中国民族证券有限责任公司鞍山人民路证券营业部,1,0.0,0,146.53,1,可立克
1153,中国银河证券股份有限公司杭州新塘路证券营业部,2,2993.97,1,126.93,1,"光莆股份,可立克"
1154,华泰证券股份有限公司上海黄河路证券营业部,2,2994.14,2,0.0,0,"中成股份,微光股份"
1155,东兴证券股份有限公司杭州凤起路证券营业部,1,746.43,1,0.0,0,永和智控
1156,国泰君安证券股份有限公司广州人民中路证券营业部,1,672.06,1,0.0,0,永和智控
1157,第一创业证券股份有限公司深圳总部证券营业部,1,0.0,0,609.77,1,微光股份
1158,光大证券股份有限公司广州林和西路证券营业部,4,1655.99,3,725.87,1,"航天机电,红太阳,永和智控"
1159,广发证券股份有限公司绍兴中兴中路证券营业部,1,0.0,0,404.85,1,微光股份
1160,华泰证券股份有限公司合肥长江东大街证券营业部,1,0.0,0,342.84,1,微光股份
1161,西藏东方财富证券股份有限公司拉萨察古大道证券营业部,1,0.0,0,1082.61,1,江阴银行
1162,海通证券股份有限公司重庆龙华大道证券营业部,1,0.0,0,910.48,1,江阴银行
1163,国信证券股份有限公司杭州市心中路证券营业部,5,661.48,2,1400.95,3,"*ST中富,云赛智联,江阴银行,"
1164,湘财证券股份有限公司深圳深南大道证券营业部,1,0.0,0,859.5,1,张家港行
1165,中信建投证券股份有限公司安吉天荒坪路证券营业部,2,8868.12,1,640.09,1,"冀东水泥,张家港行"
1166,华泰证券股份有限公司南通环城西路证券营业部,2,1572.3,1,690.87,1,"京汉股份,钧达股份"
1167,东北证券股份有限公司合肥芜湖路证券营业部,1,981.97,1,0.0,0,传艺科技
1168,爱建证券有限责任公司重庆火炬大道证券营业部,2,750.36,2,0.0,0,"传艺科技,先达股份"
1169,山西证券股份有限公司北京太平庄证券营业部,2,888.4,2,0.0,0,"升达林业,传艺科技"
1170,湘财证券股份有限公司岳阳五里牌证券营业部,2,351.28,1,306.65,1,传艺科技
1171,华福证券有限责任公司呼和浩特兴安南路证券营业部,1,0.0,0,691.79,1,银之杰
1172,民生证券股份有限公司河南分公司,1,1567.13,1,0.0,0,嘉寓股份
1173,广发证券股份有限公司合肥长江中路证券营业部,1,0.0,0,453.1,1,银之杰
1174,信达证券股份有限公司郑州文化路证券营业部,1,0.0,0,408.81,1,银之杰
1175,申万宏源证券有限公司南阳新华西路证券营业部,1,1356.24,1,0.0,0,嘉寓股份
1176,英大证券有限责任公司南京汉中路证券营业部,1,0.0,0,1626.62,1,嘉寓股份
1177,南京证券股份有限公司广州体育西路证券营业部,1,0.0,0,847.25,1,嘉寓股份
1178,华泰证券股份有限公司南京解放路证券营业部,2,588.65,1,652.86,1,"清源股份,嘉寓股份"
1179,长江证券股份有限公司重庆聚贤岩证券营业部,3,3858.34,2,2590.9,1,"太空板业,中航黑豹"
1180,英大证券有限责任公司横岗证券营业部,1,2043.33,1,0.0,0,太空板业
1181,光大证券股份有限公司重庆大坪正街证券营业部,3,2473.76,2,1530.93,1,"太空板业,航发动力"
1182,国融证券股份有限公司上海世纪大道证券营业部,1,0.0,0,8069.66,1,太空板业
1183,广发证券股份有限公司上海天山路证券营业部,1,0.0,0,3761.39,1,太空板业
1184,光大证券股份有限公司上海人民北路证券营业部,1,0.0,0,3102.41,1,太空板业
1185,新时代证券股份有限公司上海金桥路证券营业部,2,0.0,0,3975.34,2,"太空板业,太极实业"
1186,中国银河证券股份有限公司烟台证券营业部,1,0.0,0,4.05,1,友讯达
1187,国联证券股份有限公司无锡中山路证券营业部,2,0.0,0,6.53,2,友讯达
1188,湘财证券股份有限公司长沙芙蓉中路证券营业部,1,1241.71,1,0.0,0,濮阳惠成
1189,东吴证券股份有限公司江阴长江路证券营业部,2,0.0,0,1384.66,2,"陕西金叶,三德科技"
1190,华融证券股份有限公司成都交子大道证券营业部,1,0.0,0,486.27,1,三德科技
1191,西藏东方财富证券股份有限公司北京平原里证券营业部,1,0.0,0,569.52,1,陇神戎发
1192,国信证券股份有限公司深圳南山科苑北路证券营业部,1,0.0,0,548.84,1,陇神戎发
1193,华泰证券股份有限公司浙江分公司,2,1185.34,1,552.3,1,"横河模具,龙蟠科技"
1194,国泰君安证券股份有限公司顺德大良证券营业部,2,5799.49,2,0.0,0,"津膜科技,横河模具"
1195,东兴证券股份有限公司武汉台北一路证券营业部,1,912.12,1,0.0,0,横河模具
1196,国融证券股份有限公司北京北辰东路证券营业部,1,0.0,0,473.6,1,横河模具
